shipping,hotness,uuid,price,category,description,editors_choice,title,picture_url,url,time_published,time_modified
free shipping,3,2171957,$35,INKJET PRINTERS,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171957"">HP OfficeJet 3833 All-in-One Printer</a> which also copies, scans, and faxes, for <strong>$35</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5, although we saw it for a buck less on Black Friday. It features black print speeds up to 8.5 ppm, color print speeds up to 6 ppm, 4800x1200 dpi maximum color print resolution, 600x300 dpi black and color copier resolution, wireless printing, and a 60-page tray capacity.",,HP OfficeJet 3833 All-in-One Printer,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fxuivpnyhtuue0fzinci",https://www.dealnews.com/HP-Office-Jet-3833-All-in-One-Printer-for-35-free-shipping/2171957.html,,2018-01-05T12:59:15-05:00
free shipping,3,2171855,$55,SPEAKERS,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171855"">Sceptre 20"" 2.1-Channel Power Soundbar with Subwoofer</a> for <strong>$54.99</strong> with <strong>free shipping</strong>. That's $15 under our mention from last March and the lowest price we could find by $17. The system features a 2.1-channel 20-watt soundbar, 40-watt down-firing subwoofer, Bluetooth, and remote control.",,"Sceptre 20"" Power Soundbar with Subwoofer","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mwjtpqks53yil2tmluxz",https://www.dealnews.com/Sceptre-20-Power-Soundbar-with-Subwoofer-for-55-free-shipping/2171855.html,,2018-01-05T12:58:47-05:00
free shipping,4,2171909,40% to 70% off,SHOES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096735,2171909"">Joe's New Balance Outlet</a> takes <strong>40% to 70% off</strong> the original retail price of select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096732,2171909"">men's</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096687,2171909"">women's shoes</a> via coupon code ""NEWYEAR"" as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096738,2171909"">New Year Sale</a>, with prices starting from <strong>$22.50</strong>. (Items are already marked 20% to 50% off, and this coupon takes an additional 20% off the <i>original</i> retail price.) Plus, the same coupon bags <strong>free shipping</strong>. Combined, that's one of the best sales we've seen from JNBO in the past year and drops the price for many styles to the $30 to $40 range. Some exclusions may apply. Deal ends January 9. A couple of best bets, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096690,2171909"">New Balance Women's 811v2 Graphic Trainers</a> in White or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096693,2171909"">Denim</a> for <strong>$30</strong> (low by $12)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171909"">New Balance Men's Fresh Foam Boracay v3 Shoes</a> for <strong>$36</strong> (pictured, low by $28)
 </li>
</ul>",,Joe's New Balance New Year Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rnou50powxnkvq9goyqp",https://www.dealnews.com/Joes-New-Balance-New-Year-Sale-40-to-70-off-free-shipping/2171909.html,,2018-01-05T12:19:04-05:00
free shipping,5,2171801,Up to 50% off,CLOTHING & ACCESSORIES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171801"">adidas</a> takes <b>up to 50% off</b> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096303,2171801"">men's women's, and kids' shoes, apparel, and accessories</a>. (Prices are as marked.) Plus, all orders receive <b>free shipping</b>. In all, over 1,300 items are discounted. Some exclusions may apply.",,Adidas Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h4htarpj0kysjba9yavi",https://www.dealnews.com/Adidas-Sale-Up-to-50-off-free-shipping/2171801.html,,2018-01-05T11:15:40-05:00
pickup at Walmart,2,2171828,$9,EXERCISE EQUIPMENT,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171828"">Calm Yoga Kit</a> for <strong>$8.97</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $8. It includes a 24"" x 68"" yoga mat with sling, yoga block, 6-foot yoga strap, and towel.",,Calm Yoga Kit,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gl99dqvy0ilqslixvepd",https://www.dealnews.com/Calm-Yoga-Kit-for-9-pickup-at-Walmart/2171828.html,,2018-01-05T12:33:50-05:00
free shipping,4,2171885,from $299,BBQS & GRILLS,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171885"">Vision Grills Diamond-Cut Cadet Kamado Grill</a> in several colors (Orange pictured) for <strong>$299</strong> with <strong>free shipping</strong>. (Non-members pay a $29.90 surcharge.) That's the lowest price we could find by $253. It features color-coded top and bottom vents and a stainless steel cooking grate with handles. Deal ends January 10.",,Vision Grills Diamond-Cut Cadet Kamado Grill,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pmjqaighwhflnbkjof40",https://www.dealnews.com/Vision-Grills-Diamond-Cut-Cadet-Kamado-Grill-from-299-free-shipping/2171885.html,,2018-01-05T11:42:21-05:00
free shipping,3,2171942,$85,LASER PRINTERS,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171942"">Canon MF232W Multifunction WiFi Monochrome Laser Printer</a>, which also scans and copies, for <b>$84.99</b> with <strong>free shipping</strong>. That's tied with our November mention and the lowest price we could find by $46. It features a tiltable LCD screen, print speeds up to 24ppm, 1200x1200 dpi maximum print resolution, 802.11n wireless, Ethernet, and USB.",,Canon Multifunction WiFi Laser Printer,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bidw7taovoqx9gqlfjv3",https://www.dealnews.com/Canon-Multifunction-Wi-Fi-Laser-Printer-for-85-free-shipping/2171942.html,,2018-01-05T12:58:38-05:00
free shipping w/ $100,4,2171933,Extra 60% off,CLOTHING & ACCESSORIES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171933"">J.Crew Factory</a> takes an <strong>extra 60% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096774,2171933"">clearance items</a> via coupon code ""CHILLY"". That's tied with our mention from two weeks ago as the largest extra discount we've seen on clearance items from J.Crew Factory this year. Shipping adds <strong>$5</strong>, but orders of $100 bag free shipping. Some exclusions may apply. Deal ends January 7.<br>
<br>
Note: Items marked as final sale cannot be returned or exchanged.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s40002/J.Crew-Factory/"">J.Crew Factory Coupons</a>.</p>",True,J.Crew Factory Clearance,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j5ppnuvse3ddp4s4o530",https://www.dealnews.com/J.Crew-Factory-Clearance-Extra-60-off-free-shipping-w-100/2171933.html,,2018-01-05T11:39:24-05:00
free shipping,3,2171963,$100,TABLETS,"TigerDirect Business offers the 0.8-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171963"">Toshiba Encore 2 WT8-B32CNM 8"" 32GB WiFi Windows 8.1 Tablet</a> in Satin Gold for <strong>$99.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096852,2171963"">MacMall</a> charges the same.) That's $300 off list and the lowest price we've seen for <i>any</i> Toshiba Encore 2 tablet. Features include an Intel Atom Z3735G 1.33GHz Bay Trail quad-core processor, 8"" 1280x800 IPS LED-backlit touchscreen LCD, 1GB RAM, 32GB eMMC storage, 5-megapixel rear camera, 1.2-megapixel front-facing camera, 802.11n wireless, Bluetooth 4.0, microSDXC card slot, and Windows 8.1 OS.",True,"Toshiba Encore 2 8"" 32GB Windows 8.1 Tablet","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pmxkssz4llw7zw52hbv2",https://www.dealnews.com/Toshiba-Encore-2-8-32-GB-Windows-8.1-Tablet-for-100-free-shipping/2171963.html,,2018-01-05T11:33:23-05:00
free shipping,3,2171903,$59,HOME IMPROVEMENT,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171903"">Rubbermaid Configurations 3-Foot to 6-Foot Deluxe Closet Kit</a> in White for <strong>$59</strong> with <strong>free shipping</strong>. (<del><a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096663,2171903"">Amazon</a> charges the same</del>.) That's tied with our mention from two weeks ago and the lowest price we could find by $11. It comes with six 26"" shelves, two 36"" shelves, two 36"" top rails, 16 brackets, four 47.5"" uprights, two 25"" uprights, and two hang rods.",,Rubbermaid Configurations Deluxe Closet Kit,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wwzyiu0xxpsue6tc4zii",https://www.dealnews.com/Rubbermaid-Configurations-Deluxe-Closet-Kit-for-59-free-shipping/2171903.html,,2018-01-05T12:58:17-05:00
free shipping w/ $99,3,2171966,Extra 15% to 20% off,MACY'S COUPONS,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171966"">Macy's</a> takes an <strong>extra 15% to 20% off</strong> most items sitewide via coupon code ""WKND"" as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096858,2171966"">Super WKND Sale</a>. (Eligible items are marked.) Alternatively, cut an <strong>extra $10 off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096861,2171966"">sale and clearance orders of $25 or more</a> via coupon code ""WKND25"". Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096864,2171966"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. (Orders of $99 or more also ship free, and in-store pickup may be available.) Some exclusions apply, including Deals of the Day, Specials, and Super Buys. Deal ends January 7.",,Macy's Super WKND Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d3cbz2ojuolwgxfiw0gi",https://www.dealnews.com/Macys-Super-WKND-Sale-Extra-15-to-20-off-free-shipping-w-99/2171966.html,,2018-01-05T12:58:05-05:00
free shipping,3,2171807,$60,EXERCISE EQUIPMENT,"Best Choice Products via Walmart offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171807"">Best Choice Products Stationary Exercise Bicycle</a> for <b>$59.95</b> with <b>free shipping</b>. That's tied with our mention from a year ago, $60 off list, and the lowest price we could find. It features an adjustable seat height, padded handles, adjustable resistance knob, and display screen that shows the time, speed, distance, and calories burned.",,Best Choice Products Exercise Bicycle,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zmyvooa4e14tvng9fgoi",https://www.dealnews.com/Best-Choice-Products-Exercise-Bicycle-for-60-free-shipping/2171807.html,,2018-01-05T12:57:29-05:00
free shipping w/ Prime,3,2171924,$11,CAMPING & OUTDOORS,"Amazon offers Prime members offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171924"">Samsonite Magic 2 In 1 Pillow</a> in Charcoal for <strong>$11.19</strong> with <strong>free shipping</strong>. That's the best price we could find by $3. It's filled with microbeads and measures 11"" wide.<br>
<br>
Note: it's currently out of stock but can still be ordered at this price.",,Samsonite Magic 2 In 1 Pillow,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ny28bblkk8z1fdj9twlm",https://www.dealnews.com/Samsonite-Magic-2-In-1-Pillow-for-11-free-shipping-w-Prime/2171924.html,,2018-01-05T12:57:17-05:00
,3,2171936,from $668 roundtrip,AIRFARE,"Qatar Airways via DealBase offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171936"">Roundtrip International Flights</a> from <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096789,2171936"">select cities in the U.S.</a>, with prices starting from <strong>$668.15</strong>. (On the DealBase landing page, click ""Qatar Airlines"" in the top line to see this sale.) That's the lowest price we could find for select routes on a 5-star airline by at least $247. This price is valid on flights departing on February 7 from Atlanta, GA, (ATL) with arrival in Kuwait City, Kuwait, (KWI) and return on February 14. Book this travel deal by January 7.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.",,Qatar Airways International Fares,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ymevyiwwrfn8jp7zbv12",https://www.dealnews.com/Qatar-Airways-International-Fares-from-668-roundtrip/2171936.html,,2018-01-05T12:57:07-05:00
free shipping,3,2171930,$498,TVS,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171930"">Samsung 54.6"" 4K HDR LED-Backlit LCD Ultra HD Smart TV</a>, model no. UN55MU6290, for an in-cart price of <strong>$498</strong> with <strong>free shipping</strong>. That's tied with our mention from two weeks ago and the lowest price we could find by $2, but most stores charge closer to $700. It features a 3840x2160 (4K, 2160p) native resolution, 4K HDR Pro, 4K upscaling, 802.11ac wireless, Smart TV with Apps (including Netflix, Hulu Plus, Amazon Video, more), USB, and three HDMI inputs.",,"Samsung 55"" 4K HDR LED LCD UHD Smart TV","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/e8gptdxhvv7piwao0ine",https://www.dealnews.com/Samsung-55-4-K-HDR-LED-LCD-UHD-Smart-TV-for-498-free-shipping/2171930.html,,2018-01-05T12:54:32-05:00
free shipping,2,2171786,$90,GOLF ITEMS,"Proozy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171786"">Titleist Ultra Lightweight Stand Bag</a> in several colors (Charcoal/Black/Lime pictured) for <strong>$89.99</strong> with <b>free shipping</b>. That's the lowest price we could find by $6. It features five storage pockets, beverage pocket, and interior dividers.",,Titleist Ultra Lightweight Stand Bag,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xo7xtith3zmnksmqd93z",https://www.dealnews.com/Titleist-Ultra-Lightweight-Stand-Bag-for-90-free-shipping/2171786.html,,2018-01-05T12:33:26-05:00
free shipping,2,2171921,$190,INTERNAL HARD DRIVES,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171921"">Dell 512GB Serial ATA 6Gb/s 2.5"" Internal SSD Upgrade Kit for Dell Desktops and Notebooks</a> for <strong>$189.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $114, excluding the below mention. The kit includes a 512GB SSD, 2.5""-to-3.5"" desktop adapter bracket with screws, 7mm-to-9mm laptop adapter, SSD enclosure, USB 3.0 cable for enclosure, SATA cable, and power cable.<br>
<br>
A close price: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096723,2171921"">Jet.com</a> charges $199.99 with free shipping.",,"Dell 512GB 2.5"" Internal SSD Upgrade Kit","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pfz4njqcblpnauc6nvmj",https://www.dealnews.com/Dell-512-GB-2.5-Internal-SSD-Upgrade-Kit-for-190-free-shipping/2171921.html,,2018-01-05T12:33:00-05:00
free shipping w/ $50,4,2171906,Up to 75% off + 20% off,CLOTHING & ACCESSORIES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171906"">Old Navy</a> takes <strong>up to 75% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096666,2171906"">men's, women's, and kids' clearance styles</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096669,2171906"">Epic Clearance Event</a>. Plus, cut an <strong>extra 20% off</strong> when you add these items to your cart. (Eligible items are marked.) Shipping adds <strong>$7</strong>, but orders of $50 or more receive free shipping. Some exclusions apply.<br>
<br>
Need to stock up on activewear to help fulfill your New Year's resolution? Take an <b>additional 10% off</b> when you buy <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096672,2171906"">four or more select activewear items</a> via coupon code ""GOALS"". (This coupon stacks with the above discounts.) Both deals end January 5.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s362/Old-Navy/"">Old Navy Coupons</a>.</p>",,Old Navy Epic Clearance Event,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gytsotk3hlwhrjqxkq7n",https://www.dealnews.com/Old-Navy-Epic-Clearance-Event-Up-to-75-off-20-off-free-shipping-w-50/2171906.html,,2018-01-05T11:42:02-05:00
