title,time_modified,category,uuid,description,picture_url,url,price,shipping,time_published,hotness,editors_choice
5 Deals You Need to Know Today: A Record-Low Price for an Amazon Tap,,MORNING JOLT,2168186,"Today you can get a refurbished, Amazon-warrantied Tap at an all-time low price, or sink into Bethesda's BioShock-beater Prey, also at its cheapest price yet. Check out these offers and more in our roundup of the top five <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/morning-jolt/"">Editors' Choice deals</a> we found last night and this morning.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sbfjna2kocp3yhmh57tz",https://www.dealnews.com/features/morning-jolt/,,,2017-12-29T09:50:34-05:00,,
Final Fantasy XIV: Stormblood for PS4,2017-12-29T20:35:14-05:00,GAMES,2168177,"Amazon offers Prime members <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168177"">Final Fantasy XIV: Stormblood for PlayStation 4</a> for <s>$12.36</s> <strong>$13.27</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $25.<br>
<br>
Note: You must have Final Fantasy XIV: A Realm Reborn (sold separately) to play Stormblood.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j8gsrcxetearcqabfsxy",https://www.dealnews.com/Final-Fantasy-XIV-Stormblood-for-PS4-13-free-shipping-w-Prime/2168177.html,$13,free shipping w/ Prime,,3,True
LeHome 1080p WiFi IP Security Camera,2017-12-29T15:48:53-05:00,SECURITY CAMERAS,2168174,"LeHome via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168174"">LeHome 1080p WiFi IP Security Camera</a> in White for $49.99. Coupon code ""QVOYDT5C"" drops it to <b>$29.99</b>. With <b>free shipping</b>, that's tied with last week's expired mention, $20 off, and the lowest price we could find. Features include 1080p video recording, a 120° wide-angle lens, 2-way audio, night vision up to 32 feet, motion detection, 55° vertical rotation, 355° horizontal rotation, 802.11n wireless, real-time streaming and alerts via the Eyeplus mobile app, and microSD card slot. Deal ends January 3.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pselcd2u1yvwejdlcgkl",https://www.dealnews.com/Le-Home-1080-p-Wi-Fi-IP-Security-Camera-for-30-free-shipping/2168174.html,$30,free shipping,,3,
"MacBook Pro i5 13"" Laptop w/ Touch Bar (2017)",,MACBOOK PRO,2168171,"L.A. Computer Company offers the new <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168171"">Apple MacBook Pro Intel Kaby Lake Core i5 3.1GHz 13.3"" Retina Laptop with Touch Bar</a> in Space Gray for <strong>$1,849</strong> with <strong>free shipping</strong>. That's $30 under our July mention and also the best price we could find today by $30. It features the new Touch Bar — a touchscreen OLED strip running above the keyboard that supports Touch ID and allows for customized buttons. Other specs include an Intel Core i5-7267U 3.1GHz Kaby Lake dual-core processor, 13.3"" 2560x1600 IPS LED-backlit Retina display, 8GB RAM, 512GB SSD, 802.11ac wireless, Bluetooth 4.2, four Thunderbolt 3 ports, backlit keyboard, and macOS Sierra.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sgvodrddxeoqswxz9p8u",https://www.dealnews.com/Mac-Book-Pro-i5-13-Laptop-w-Touch-Bar-2017-for-1-849-free-shipping/2168171.html,"$1,849",free shipping,2017-12-29T09:35:02-05:00,2,
Victoria Sport Women's The Player Hot Shorts,2017-12-29T15:48:18-05:00,ACTIVEWEAR,2168162,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168162"">Victoria Sport Women's The Player Hot Shorts</a> in several colors (Black pictured) for <b>$9.99</b> plus <b>$8</b> for shipping. That's $10 off list and the lowest price we could find. They're available in select sizes from XS to L.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/igbzv6qg7beh4qvo9hxr",https://www.dealnews.com/Victoria-Sport-Womens-The-Player-Hot-Shorts-for-10-8-s-h/2168162.html,$10,$8 shipping,,3,
Tacklife Sound Level Meter,,TOOLS & HARDWARE,2168168,"Tacklife via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168168"">Tacklife Sound Level Meter</a> for $20.97. Coupon code ""DLTGDSI6"" drops it to <b>$16.78</b>. With <b>free shipping</b> for Prime members, that's $4 under our October mention and the lowest price we could find by about $12. It features an LCD display, measures 30 to 130 decibels, and requires one 9-volt battery (included). Deal ends January 2.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eldymhibwp7lmnjzsatx",https://www.dealnews.com/Tacklife-Sound-Level-Meter-for-17-free-shipping-w-Prime/2168168.html,$17,free shipping w/ Prime,2017-12-29T09:23:55-05:00,2,
Huo Zao Unisex Winter Snow Ski Gloves,2017-12-29T15:47:00-05:00,ACCESSORIES,2168153,"Huo Zao Direct via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168153"">Huo Zao Unisex Winter Snow Ski Gloves</a> in Black/Grey, Pink, or Black/Blue for $10.99. Coupon code ""BYI24AGW"" cuts that to <strong>$7.69</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by about $6, although we saw them for a buck less during Black Friday week. They're available in one size fits most. Deal ends December 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/urp6cbvtlhuxpklcpdds",https://www.dealnews.com/Huo-Zao-Unisex-Winter-Snow-Ski-Gloves-for-8-free-shipping-w-Prime/2168153.html,$8,free shipping w/ Prime,,3,
BuyDig Clearance,2017-12-29T20:49:20-05:00,BUYDIG COUPONS,2168165,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168165"">BuyDig</a> cuts an <strong>extra 20% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088152,2168165"">clearance items</a> via coupon code ""CLEAROUT20"". Plus, all orders qualify for <strong>free shipping</strong>. That's the best extra discount we've seen on clearance from BuyDig all year. Brands include Pioneer, Sony, Sigma, Logitech, and more. Some exclusions may apply. Deal ends December 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lmwdwooatnd6n6xcrdpd",https://www.dealnews.com/Buy-Dig-Clearance-Extra-20-off-free-shipping/2168165.html,Extra 20% off,free shipping,,4,
DoDoeleph Syma WiFi Quadcopter w/ 720p Camera,,TOYS & HOBBIES,2167301,"AukwingUSA via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167301"">DoDoeleph Syma X5UW WiFi Quadcopter Drone with 720p HD Camera</a> in Red for $79.98. Coupon code ""ADYRI88Q"" cuts it to <strong>$47.99</strong>. Plus, <strong>free shipping</strong> applies. It features a 9-minute flight time, 1280x720 video resolution, and a 4GB memory card. Deal ends December 30.<br>
<br>
Looking for another color? It's also available in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086190,2167301"">Blue</a> for <strong>$47.94</strong> with free shipping via the same coupon","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nlzlhcahzk75jd0zt1qw",https://www.dealnews.com/Do-Doeleph-Syma-Wi-Fi-Quadcopter-w-720-p-Camera-for-48-free-shipping/2167301.html,$48,free shipping,2017-12-29T00:01:00-05:00,,
Baywatch HD Rental,2017-12-29T15:43:03-05:00,DVD & HD MOVIE RENTALS,2168156,"As a reader discover, Amazon offers rentals of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168156"">Baywatch in HD</a> for <strong>69 cents</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088128,2168156"">Google Play</a> charges the same.) That's $5 off and the lowest price we could find. Deal ends today.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pz2f7h5nmxlgsjzjpkei",https://www.dealnews.com/Baywatch-HD-Rental-for-69-cents/2168156.html,69 cents,,,3,
"Disney's Jungle Book 14"" Sing & Talk Baloo",,TOYS & HOBBIES,2168144,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168144"">Disney's The Jungle Book 14"" Sing &amp; Talk Baloo Plush</a> for <strong>$12.07</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's tied with last week's mention and the lowest price we could find by $5. It features sound bytes, courtesy of Bill Murray, and it sings ""Bear Necessities.""","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/g5hejolbzd5ipoknewmo",https://www.dealnews.com/Disneys-Jungle-Book-14-Sing-Talk-Baloo-for-12-pickup-at-Walmart/2168144.html,$12,pickup at Walmart,2017-12-29T09:03:16-05:00,2,
2 Victoria's Secret Women's Bralettes,2017-12-29T15:42:23-05:00,INTIMATES,2168150,"Victoria's Secret offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168150"">two Victoria's Secret Bralette Collection Women's Front-close Bralettes</a> in several colors (Kir Chantilly Lace pictured) for <strong>$30</strong> plus <strong>$8</strong> for shipping. That's $11 off and the lowest price we could find, although we saw them for $10 less in April. It's available in sizes from XS to XL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/s0m7inunf14b98w087pd",https://www.dealnews.com/2-Victorias-Secret-Womens-Bralettes-for-30-8-s-h/2168150.html,$30,$8 shipping,,3,
Victoria's Secret Women's Cheeky Panties,2017-12-29T15:41:54-05:00,INTIMATES,2168147,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168147"">Victoria's Secret Women's Cotton Lingerie Cheeky Panties</a> in a variety of styles (Plaid pictured) for <strong>$3.99</strong>. Shipping adds <strong>$8</strong>, so it's recommended you buy several pairs to offset that cost. Still, it's $5 off list for a single pair and the lowest price we could find. They come in select sizes from XS to XL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bnnu2dm5dnne9tetcdcx",https://www.dealnews.com/Victorias-Secret-Womens-Cheeky-Panties-for-4-8-s-h/2168147.html,$4,$8 shipping,,3,
Victoria's Sport Women's Anytime Leggings,2017-12-29T15:40:49-05:00,ACTIVEWEAR,2168141,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168141"">Victoria's Sport Women's Anytime Cotton Leggings</a> in several colors (Black Pearl pictured) for <strong>$24.99</strong> plus <strong>$8</strong> for shipping. That's $20 off and the lowest price we could find. They're available in short, regular, and long sizes from XS to XL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qohcu61dsy8boo8vigch",https://www.dealnews.com/Victorias-Sport-Womens-Anytime-Leggings-for-25-8-s-h/2168141.html,$25,$8 shipping,,3,
Olaxer Ceramic Hair Straightening Brush,,HAIR CARE,2168117,"SkySeaCloud via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168117"">Olaxer Ceramic Hair Straightening Brush</a> for $35.99. Coupon code ""4I9CNA7Q"" cuts the price to <strong>$17</strong>. With <strong>free shipping</strong>, that's a buck under last week's mention, $19 off list, and the lowest price we could find. It features five heat settings, an ergonomic handle, and anti-scald technology. Deal ends January 3.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/odidk5fbgix1koohnutq",https://www.dealnews.com/Olaxer-Ceramic-Hair-Straightening-Brush-for-18-free-shipping/2168117.html,$18,free shipping,2017-12-29T08:39:37-05:00,2,
Victoria's Sport Women's Strappy Sport Bra,2017-12-29T15:40:10-05:00,INTIMATES,2168138,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168138"">Lightweight by Victoria's Secret Sport Women's Strappy Sport Bra</a> for <strong>$12.99</strong> plus <strong>$8</strong> for shipping. That's $17 off and the lowest price we could find. It's available in sizes from 32A to 38D <del>38DD</del>.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ikyds66hgcgjxbem9eg4",https://www.dealnews.com/Victorias-Sport-Womens-Strappy-Sport-Bra-for-13-8-s-h/2168138.html,$13,$8 shipping,,3,
"7"" Wired Video Intercom Doorbell Kit",2017-12-29T15:38:55-05:00,HOME SECURITY,2168135,"Yallstore via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168135"">7"" Wired Video Intercom Doorbell Kit</a> for <strong>$59.59</strong> with <strong>free shipping</strong>. That's $60 off and the lowest price we could find, excluding other eBay vendors. It features a 7"" 480x234 LCD display with night vision, 0.3-megapixel CMOS sensor, 92-degree viewing angle, and an image transmission distance of 656-feet.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tyssufbkmbe3vayig02a",https://www.dealnews.com/7-Wired-Video-Intercom-Doorbell-Kit-for-60-free-shipping/2168135.html,$60,free shipping,,3,
adidas Men's TaylorMade Mesh Golf FlexFit Cap,2017-12-29T15:38:31-05:00,ACCESSORIES,2168126,"Holeoutgolfshop via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168126"">adidas TaylorMade Men's Golf Tour Mesh FlexFit Cap</a> in Camouflage for <strong>$9.95</strong> with <strong>free shipping</strong>. That's $15 off list and the lowest price we could find. It's available in sizes S/M or L/XL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rsu1rgtntozqpqyy82fg",https://www.dealnews.com/adidas-Mens-Taylor-Made-Mesh-Golf-Flex-Fit-Cap-for-10-free-shipping/2168126.html,$10,free shipping,,3,
Bank of America® Cash Rewards Credit Card,2017-12-28T12:39:27-05:00,CREDIT CARDS,2167598,"At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167598"">Bank of America® Cash Rewards credit card</a> and receive a <strong>$150 cash rewards bonus</strong> after you spend at least $500 on purchases in the first 90 days of account opening. Plus, get a <strong>10% customer bonus</strong> every time you redeem your cash back into a Bank of America® checking or savings account. (If you're a Preferred Rewards client, you can increase that bonus to 25% - 75%.) You'll also earn 1% cash back everywhere, every time, 2% at grocery stores and wholesale clubs, and 3% on gas for the first $2,500 in combined grocery, wholesale club, and gas purchases each quarter. (There are no changing categories and your rewards do not expire.) Finally, there's <strong>no annual fee</strong>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iqvilhcxr75ii4qvfihq","https://www.dealnews.com/lw/click.html?20,2,2167598",$150 cash rewards offer,,,,
