shipping,price,url,description,editors_choice,time_published,hotness,uuid,title,category,picture_url,time_modified
free shipping,$88,https://www.dealnews.com/iView-9-2-in-1-32-GB-Windows-10-Tablet-for-88-free-shipping/2171813.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171813"">iView Intel Atom Bay Trail 1.33GHz 8.95"" 32GB 2-in-1 Tablet</a> in Black for <strong>$87.99</strong> with <strong>free shipping</strong>. That's tied with our November mention, $62 off, and the lowest price we've seen. It functions as a laptop or tablet and features an Intel Atom Z3735F 1.33GHz Bay Trail quad-core processor, 8.95"" 1024x600 touchscreen display, 2GB RAM, 32GB storage, 2-megapixel rear camera, 0.3-megapixel front-facing camera, 802.11n wireless, Bluetooth 4.0, USB 2.0, micro HDMI, microSD card reader, and Windows 10.",,2018-01-04T11:58:30-05:00,3,2171813,"iView 9"" 2-in-1 32GB Windows 10 Tablet",TABLETS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jcj6uumjampnmjeirh9f",
free shipping,$7,https://www.dealnews.com/Cambond-CD-Slot-Magnetic-Phone-Holder-for-7-free-shipping/2171762.html,"Cambond via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171762"">Cambond Universal CD Slot Magnetic Car Phone Holder</a> for $10.99. Coupon code ""ZTJJYNRE"" cuts it to <strong>$6.99</strong>. With <strong>free shipping</strong>, that's $19 off and the lowest price we could find, although we saw it for a buck less on Black Friday. It features 360° rotatable ball joint. Deal ends January 7.",,2018-01-04T11:55:53-05:00,3,2171762,Cambond CD Slot Magnetic Phone Holder,CELL PHONE ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cwdsbwqasawv7xtgewu4",
free shipping w/ Prime,$12,https://www.dealnews.com/Tcisa-Car-Vacuum-Cleaner-for-12-free-shipping-w-Prime/2171792.html,"Brefac Direct via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171792"">Tcisa Car Vacuum Cleaner</a> in Black for $23.96. Coupon code ""5YT6B5BC"" cuts it to <strong>$11.98</strong>. With <strong>free shipping</strong>, that's tied with our mention from two weeks ago, $12 off, and the lowest price we could find. It plugs into your vehicle's 12-volt outlet and includes five attachments. Deal ends January 31.",,2018-01-04T11:47:55-05:00,3,2171792,Tcisa Car Vacuum Cleaner,AUTOMOTIVE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vlr8bgjjwfypnadlcgsm",
"pickup at Toys""R""Us",$8,https://www.dealnews.com/Disney-Playmation-Avengers-Repulsor-Pack-for-8-pickup-at-Toys-R-Us/2171765.html,"Toys""R""Us offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171765"">Disney Playmation Avengers Starter Pack Repulsor</a> for $9.99. Coupon code ""NEWYEARS20"" cuts the price to <strong>$7.99</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with our September mention and is the lowest price we could find by $8. It includes repulsor gear with motion-sensing technology, two power activators, two smart figures, and 25 embedded missions. 12 AA batteries are required (not included).",,2018-01-04T11:47:45-05:00,2,2171765,Disney Playmation Avengers Repulsor Pack,TOYS & HOBBIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yackip0kuithw0hbblq8",
,$100 off per person,https://www.dealnews.com/Virgin-Vacations-Spring-Break-Coupon-100-off-per-person/2171780.html,"At Virgin Vacations, take <strong>$100 off per person</strong> on <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171780"">Spring Break 2018 Air-Inclusive Vacations</a> via coupon code ""DHILL2018"", as provided by Dunhill Travel. These coupons apply to destinations including the United Kingdom, Ireland, France, Spain, China, Japan, and many others. Some exclusions and blackout dates apply. Book this travel deal by January 9.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s39508/Dunhill-Travel/"">Dunhill Travel Coupons</a>.</p>",,2018-01-04T11:42:32-05:00,2,2171780,Virgin Vacations Spring Break Coupon,VACATIONS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jteb6tyyjfpqiurnbooh",
free shipping,$32,https://www.dealnews.com/Tacklife-Heat-Gun-for-32-free-shipping/2171759.html,"TacklifeDirect via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171759"">Tacklife Heat Gun</a> for $39.97. Coupon code ""9ONU8CPO"" cuts that to <strong>$31.58</strong>. With <strong>free shipping</strong>, that's a buck under our mention from three weeks ago, $8 off, and the lowest price we've seen. This 1,600-watt heat gun features four nozzle attachments, three air flow modes, a 1,112°F maximum temperature, 122°F cooling mode, and 5.9-foot cord. Deal ends January 7.",,2018-01-04T11:39:54-05:00,2,2171759,Tacklife Heat Gun,POWER TOOLS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yktssg84bixkknftuk7s",
free shipping,$17,https://www.dealnews.com/Meterk-6-000-Count-Digital-Multimeter-for-17-free-shipping/2171717.html,"ECmallUS via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171717"">Meterk 6,000-Count Digital Multimeter</a> for $29.97. Coupon code ""IYBQDSY2"" cuts the price to <strong>$16.78</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $21. It can display 6,000 counts and features a backlit LCD, overload protection, live line testing, data hold, auto-ranging, and auto-off. Deal ends January 8.",,2018-01-04T11:28:50-05:00,3,2171717,"Meterk 6,000-Count Digital Multimeter",TOOLS & HARDWARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ptw979eg2rixvwrthbb6",
free shipping w/ Prime,$5,https://www.dealnews.com/Vbiger-Mens-Womens-Touchscreen-Gloves-for-5-free-shipping-w-Prime/2171732.html,"YoungeKer via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171732"">Vbiger Men's Touchscreen Gloves</a> in Black or Brown 2 for $9.99. Coupon code ""S6M4WR3T"" cuts that to <strong>$5.49</strong>. With <strong>free shipping</strong> for Prime members, that's $5 off and the lowest price we could find. They're available in one size fits most.<br>
<br>
Also available are the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096078,2171732"">Vibiger Women's Leather Touch Screen Gloves</a> in Black or Red for <b>$5.49</b> via the above coupon. That's a buck under last month's mention, $5 off and the lowest price we could find. They're available in one size fits most. Both deals end January 31.",,,4,2171732,"Vbiger Men's, Women's Touchscreen Gloves",ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iqifz5lwchrvgi5w5trt",2018-01-05T03:41:26-05:00
free shipping w/ Prime,$7,https://www.dealnews.com/Tacklife-Classic-Tire-Pressure-Gauge-for-7-free-shipping-w-Prime/2171738.html,"QMTL via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171738"">Tacklife Classic Tire Pressure Gauge</a> for $9.97. Coupon code ""X78447B8"" cuts that to <strong>$6.98</strong>. Plus, Prime members receive <strong>free shipping</strong>. That's tied with our June mention, $13 off list, and the lowest price we could find. It features four reading settings (PSI, bar, kg/cm2, and kpa), zero to 100-PSI range, and a backlit display.",,2018-01-04T11:25:57-05:00,3,2171738,Tacklife Classic Tire Pressure Gauge,AUTOMOTIVE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pvdznay5cjwajpdl66qh",
free shipping w/ Prime,$18,https://www.dealnews.com/LE-75-W-Equivalent-Motion-Sensor-Floodlight-for-18-free-shipping-w-Prime/2171753.html,"Neon Mart via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171753"">Lighting Ever 75-watt Equivalent Motion Sensor LED Floodlight</a> for $20.99. Coupon code ""OU88BL8O"" cuts that to <strong>$18.26</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's the lowest price we could find by $4. It features a 2,400-lumen output, 26"" detection range, and adjustable lighting and detection settings. Deal ends January 10.",,2018-01-04T11:19:58-05:00,3,2171753,LE 75W Equivalent Motion Sensor Floodlight,LIGHTING & LAMPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ctbzqdnarmfxidzlcctv",
free shipping,$199,https://www.dealnews.com/Xbox-One-S-500-GB-Console-w-3-Games-for-199-free-shipping/2171645.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171645"">Microsoft Xbox One S Forza Horizon 3 Hot Wheels 500GB Console Bundle</a> in White bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096153,2171645"">Call of Duty Infinite Warfare + WWII Combo Pack for Xbox One</a> for <strong>$199</strong> with <strong>free shipping</strong>. That's $40 under the lowest price we could find for these items purchased separately elsewhere. (For further comparison, we saw the Forza Horizon 3 console bundle alone for $180 three days ago; with the extra two games, that makes this the best offer we've seen involving this console bundle.)<br>
<br>
The console features 4K Ultra HD video and Blu-ray support, High Dynamic Range, a streamlined wireless controller, integrated power supply, IR blaster, and vertical stand. The bundle includes downloads of Forza Horizon 3 and the Hot Wheels expansion, as well as physical copies of Call of Duty: Infinite Warfare and Call of Duty: WWII.",,,3,2171645,Xbox One S 500GB Console w/ 3 Games,CONSOLES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zullyhp0ooyxglusqjvs",2018-01-04T11:21:06-05:00
free shipping,$24,https://www.dealnews.com/Lemfo-Fitness-Tracker-w-HRM-for-24-free-shipping/2171741.html,"Lemfo via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171741"">Lemfo Fitness Tracker with Heart Rate Monitor</a> for $33.99. Coupon code ""O9EYA68J"" cuts the price to <strong>$23.79</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $2, although we saw it for a few cents less last Black Friday week. It monitors heart rate, sleep, steps, distances, and calories burned via the Lemfo Band app for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096114,2171741"">iOS</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096117,2171741"">Android</a>. Deal ends January 31.",,2018-01-04T11:17:29-05:00,3,2171741,Lemfo Fitness Tracker w/ HRM,SPORTS & FITNESS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y0wx8xiuzl20yv5lcekz",
,from $40 1-way,https://www.dealnews.com/Southwest-Nationwide-Winter-Fares-from-40-1-way/2171750.html,"Southwest Airlines via DealBase discounts <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171750"">Southwest Airlines 1-Way Fares Nationwide</a> with prices starting at <strong>$39.98</strong>. (On the DealBase landing page, click on ""Southwest Airlines"" in the top line to see this sale.) That's the lowest price we could find for select routes by at least $12. This price is valid for flights departing on January 25, from Las Vegas, NV, (LAS), with arrival in Los Angeles, CA, (LAX). Note that blackout dates and other conditions may apply. Book this travel deal by January 25 for travel from January 23 through May 23.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.",,2018-01-04T11:11:00-05:00,4,2171750,Southwest Nationwide Winter Fares,AIRFARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j3lmanantaer0jjsxz6z",
free shipping,Up to 60% off,https://www.dealnews.com/Columbia-Web-Specials-Up-to-60-off-free-shipping/2171723.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096105,2171723"">Columbia</a> takes <b>up to 60% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096051,2171723"">men's, women's, and kids' outerwear and jackets</a> via coupon code ""COLNEWYEAR60"" during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171723"">Web Specials Sale</a>. (The discount is taken from the item's <i>original</i> price; it doesn't stack with the sale price.) Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096054,2171723"">sign up</a>.) Some exclusions may apply. Deal ends January 29.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s38814/Columbia/"">Columbia Coupons</a>.</p>",,,5,2171723,Columbia Web Specials,CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dr1ruz210jr1pm2esjeq",2018-01-05T03:16:41-05:00
free shipping,$35,https://www.dealnews.com/Refurb-Alcatel-Pixi-7-8-GB-7-Tablet-2-GB-Data-for-35-free-shipping/2171639.html,"FreedomPop offers the refurbished 10-oz. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171639"">Alcatel OneTouch Pixi 7 8GB 7"" 4G LTE Android Tablet for FreedomPop</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095610,2171639"">FreedomPop Unlimited Talk, Text, and 2GB 4G LTE Data 1-Month Trial</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096090,2171639"">FreedomPop Phone Premier 1-Month Trial</a> for <strong>$34.99</strong> with <strong>free shipping</strong>. (Choose ""Super Saver"" shipping during checkout.) That's $5 under our May mention (although that included 1GB bonus data instead of the Phone Premier trial) and the best deal we've seen for this tablet without a contract. (It's also $12 less than you'd pay for <i>just the tablet</i> elsewhere.)<br>
<br>
It features a 7"" 1024x600 touchscreen LCD, 1.2GHz dual-core processor, 1GB RAM, 8GB internal storage, 2-megapixel rear camera, 0.3-megapixel front-facing camera, and Android 5.0 (Lollipop).<br>
<br>
Note: A 90-day Freedompop warranty applies. Be sure to switch to the free 500MB/month plan and cancel your trial before your initial free month expires, or you'll be billed $98.88 every six months.",,2018-01-04T11:02:43-05:00,1,2171639,"Refurb Alcatel Pixi 7 8GB 7"" Tablet, 2GB Data",TABLETS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fibvbzvr8r6tliutejhj",
free shipping,$99,https://www.dealnews.com/Jos.-A.-Bank-Mens-Traveler-Slim-Fit-Suit-for-99-free-shipping/2171714.html,"Jos. A. Bank offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171714"">Jos. A. Bank Men's Traveler Collection Slim Fit Suit</a> in Grey or Dark Grey for <strong>$99</strong> with <strong>free shipping</strong>. That's $99 under yesterday's mention, $599 off list, and the lowest price we could find. It's available in select regular sizes from 35S to 46L and big & tall sizes from 40XL to 48L.",,2018-01-04T10:59:35-05:00,3,2171714,Jos. A. Bank Men's Traveler Slim Fit Suit,SUITS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nz94bshex4p2kdqyk3lo",
free s&h w/beauty item,Up to 65% off,https://www.dealnews.com/Kitchen-Clearance-at-Macys-Up-to-65-off-free-s-h-w-beauty-item/2171726.html,"Macy's takes <strong>up to 65% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096060,2171726"">kitchen clearance items</a>. Plus, coupon code ""WKND"" takes an <strong>extra 15% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096063,2171726"">select items</a>. (Eligible items are marked.) Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096066,2171726"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. Deal ends January 7. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171726"">Martha Stewart Collection Halloween Cupcake Liners &amp; Toppers</a> for <strong>$7.53</strong> (pictured, $11 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096069,2171726"">Cole &amp; Mason Black Richmond Electric Mill Gift Set</a> for <strong>$35.93</strong> (tied at <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096072,2171726"">Amazon</a>; low by $24)
 </li>
</ul>",,,4,2171726,Kitchen Clearance at Macy's,KITCHEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a3c9aulrtcs3lahl0r7m",2018-01-05T03:38:21-05:00
