description,uuid,title,category,price,picture_url,shipping,editors_choice,time_published,time_modified,url,hotness
"T-Mobile cuts <b>$90 off</b> its Certified Pre-Owned <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170448"">Samsung Galaxy S8 4G LTE Android Smartphones for T-Mobile</a>. Plus, <b>free shipping</b> applies. It features an octacore (2.3GHz Quad + 1.7GHz Quad) processor, 5.8"" 2960x1440 touchscreen Super AMOLED LCD, 4GB RAM, 64GB internal storage, dual 12-megapixel rear-facing cameras, 8-megapixel front-facing camera, 4K video recording at 30fps, 802.11ac wireless, Bluetooth 5.0, microSD card slot, water-resistance, and Android 7.0 (Nougat).",2170448,Pre-Owned Galaxy S8 4G LTE Phone for T-Mobile,ANDROID PHONES,$90 off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wqjjgzlemihkbtmi470q",free shipping,,2018-01-03T00:01:00-05:00,,https://www.dealnews.com/Pre-Owned-Galaxy-S8-4-G-LTE-Phone-for-T-Mobile-90-off-free-shipping/2170448.html,
"Jos. A. Bank offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170478"">Jos. A. Bank Men's Executive 3/4 Length Storm Collar Car Coat</a> in Black or Brown for <strong>$59</strong> with <strong>free shipping</strong>. That's tied with our October mention, $536 off, and the lowest price we could find. It's available in select sizes from S to XXL.",2170478,Jos. A. Bank Men's Executive Car Coat,COATS,$59,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xzun0bh9jbzl2cmk56gw",free shipping,,,2018-01-03T09:23:19-05:00,https://www.dealnews.com/Jos.-A.-Bank-Mens-Executive-Car-Coat-for-59-free-shipping/2170478.html,4
"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170424"">Under Armour</a> takes <strong>up to 30% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093168,2170424"">men's, women's, and kids' outlet items</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093171,2170424"">Semi-Annual Event</a>. (Prices are as marked.) Plus, all orders receive <strong>free shipping</strong> via coupon code ""FSDNEWS17"".<br>
<br>
Note: We found larger discounts within the site, like these <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093174,2170424"">Under Armour Women's Play Up 2.0 Shorts</a> for <b>$12.50</b>, a 50% discount.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2658/Under-Armour/"">Under Armour Coupons</a>.</p>",2170424,Under Armour Outlet Sale,CLOTHING & ACCESSORIES,Up to 30% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qndrbqhlxqj3tl5olfuy",free shipping,,,2018-01-03T09:39:06-05:00,https://www.dealnews.com/Under-Armour-Outlet-Sale-Up-to-30-off-free-shipping/2170424.html,4
"Firefly Buys via Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170442"">Reduce WaterWeek 16-oz. Water Bottle 5-Pack with Fridge Tray</a> for <b>$9.99</b> with <b>free shipping</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093252,2170442"">Amazon</a> has it for the same with free Prime shipping.) That's $10 off and the lowest price we could find. Bottles are leak-proof and dishwasher-safe.",2170442,Reduce WaterWeek 16-oz. Water Bottle 5-Pack,KITCHEN,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kornfstkr4cjlrua2znk",free shipping,,,2018-01-03T07:53:51-05:00,https://www.dealnews.com/Reduce-Water-Week-16-oz.-Water-Bottle-5-Pack-for-10-free-shipping/2170442.html,3
"Jet.com offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170466"">Razer Holiday Gaming Bundle</a> for <strong>$89</strong> with <strong>free shipping</strong>. That's $10 under our mention from last week and the lowest price we've seen. (It's also $38 under the best price we could find for all four items sold separately elsewhere.) It includes the Cynosa Pro Keyboard, DeathAdder Mouse, Kraken Headset, and Goliathus Mouse Pad.<br>
<br>
Note: You can also receive additional discounts during checkout by waiving free returns or by choosing select payment options.",2170466,Razer Holiday Gaming Bundle,PERIPHERALS,$89,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/psjtw4dhalldu7nqplz7",free shipping,True,,2018-01-03T08:47:25-05:00,https://www.dealnews.com/Razer-Holiday-Gaming-Bundle-for-89-free-shipping/2170466.html,3
"Newegg offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170460"">two Trendnet Day / Night 802.11n Wireless 2-Way Baby Cameras</a> for <strong>$29.99</strong> with <strong>free shipping</strong>. At $15 each, that beats our June mention (which saw these cameras for $18 each.), is a current best for this quantity by $30, and the lowest per-unit price we've seen. (Most retailers charge about this price or more for just <i>one</i> camera.) It features a microphone and speaker, 4x digital zoom, night vision up to 16 feet, sound and motion detection, remote viewing via its free mobile app, song-playing capability, and mounting hardware.",2170460,2 Trendnet Day/Night WiFi 2-Way Baby Cameras,BABIES & KIDS ITEMS,$30,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dzxefw01jf8w7svhmb0w",free shipping,,,2018-01-03T07:52:42-05:00,https://www.dealnews.com/2-Trendnet-Day-Night-Wi-Fi-2-Way-Baby-Cameras-for-30-free-shipping/2170460.html,3
"With stock and price varying by ZIP code, for in-store pickup only, Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170472"">Kobalt Toy Circular Saw</a> for <strong>$10.99</strong>. That's $9 off list and the lowest price we could find. Designed for young children ages 3 and up, it features a simulated laser guide and removable battery pack. Two AA batteries are required and included.<br>
<br>
Note that this price is not available at all Lowe's locations.",2170472,Kobalt Toy Circular Saw,TOYS & HOBBIES,$11,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hbmkmjhxh6kwz9oibugn",pickup at Lowe's,,2018-01-02T17:05:16-05:00,,https://www.dealnews.com/Kobalt-Toy-Circular-Saw-for-11-pickup-at-Lowes/2170472.html,2
"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170451"">American Rag Men's Classic Fit Stretch Drawstring Jogger Shorts</a> in Green or Pink for <b>$10.56</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093279,2170451"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $24 off and the lowest price we could find. They're available in select sizes from S to XXL.",2170451,American Rag Men's Drawstring Jogger Shorts,SHORTS,$11,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/etyiey91scsekknn3gvb",free s&h w/beauty item,,,2018-01-03T07:52:26-05:00,https://www.dealnews.com/American-Rag-Mens-Drawstring-Jogger-Shorts-for-11-free-s-h-w-beauty-item/2170451.html,2
"Factory Direct Sale via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170445"">Goplus 46"" Bathroom Aluminum Shower Panel</a> for <strong>$79.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093267,2170445"">Costway</a> has it for about the same.) That's tied with our October mention and the lowest price we could find by $5, outside of other eBay sellers. It features a 1/2"" water supply hose, 10 massage jets, faucet, hand shower, mirror, and shelf.",2170445,"Goplus 46"" Bathroom Aluminum Shower Panel",BED & BATH,$80,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/euoixuxvijktoj6aazsc",free shipping,,,2018-01-03T08:17:20-05:00,https://www.dealnews.com/Goplus-46-Bathroom-Aluminum-Shower-Panel-for-80-free-shipping/2170445.html,4
"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170454"">Ozark Trail Folding Chair</a> in Green or Raspberry for <strong>$5.37</strong>. Choose in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $4 off and among the best prices we've seen for this chair. It folds for easy storage and features a steel frame, cup holder, and carrying bag.",2170454,Ozark Trail Folding Chair,CAMPING & OUTDOORS,$5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jzbgoqqxxtssoosgu3fs",pickup at Walmart,,,2018-01-03T07:51:40-05:00,https://www.dealnews.com/Ozark-Trail-Folding-Chair-for-5-pickup-at-Walmart/2170454.html,3
"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170433"">Skechers Men's Boyar Molsen Oxford Casual Sneakers</a> in Navy for <strong>$26.24</strong>. Plus, pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093186,2170433"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's tied with last week's mention and the lowest price we could find by $21, excluding padding. They're available in sizes 10.5 to 13.",2170433,Skechers Men's Boyar Molsen Oxford Sneakers,SHOES,$26,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tmcgdxwltmugejfp2q9g",free s&h w/beauty item,,,2018-01-03T09:20:51-05:00,https://www.dealnews.com/Skechers-Mens-Boyar-Molsen-Oxford-Sneakers-for-26-free-s-h-w-beauty-item/2170433.html,4
"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170430"">Muscle Rack 5-Shelf 72"" Steel Shelving</a> in Silver for <b>$38.52</b> <del>with <s>free shipping</s></del>. That's the lowest price we could find by $9. It purports to hold up to 4,000 lbs. Deal ends January 31.<br>
<br>
<i>Update</i>: Choose in-store <strong>pickup</strong> to dodge the $18.49 shipping fee.",2170430,"Muscle Rack 5-Shelf 72"" Steel Shelving",TOOL STORAGE & ORGANIZATION,$39,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eamikeaasns6r7ww4dgh",pickup at Home Depot,,,2018-01-03T08:15:56-05:00,https://www.dealnews.com/Muscle-Rack-5-Shelf-72-Steel-Shelving-for-39-pickup-at-Home-Depot/2170430.html,4
"Amazon offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170436"">Cary Elwes' <i>As You Wish: Inconceivable Tales from the Making of The Princess Bride</i> eBook for Kindle</a> for <strong>$1.99</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093204,2170436"">Google Play</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093207,2170436"">Barnes &amp; Noble</a> charge the same.) That's $7 under the best deal we could find for a paperback version. Cary Elwes played Westley in The Princess Bride; this book contains behind-the-scenes photos, backstage stories, and a foreword by director Rob Reiner.",2170436,"""Tales from the Princess Bride"" eBook",EBOOKS,$2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/i8cctu1shwp9cfb8u7zs",,,,2018-01-03T07:50:37-05:00,https://www.dealnews.com/Tales-from-the-Princess-Bride-eBook-for-2/2170436.html,3
"Supply Shop via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170409"">Philips 100-watt Equivalent LED A19 Light Bulb 8-Pack</a> in Daylight for <strong>$30</strong> with <strong>free shipping</strong>. That's tied with our November mention and the lowest price we could find by $12. Each features a 1,500-lumen output and up to 15,000 hours of use.",2170409,8 Philips 100W Equivalent LED A19 Light Bulbs,LIGHT BULBS,$30,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pgmzyxsjzmdzylrmt2wl",free shipping,True,,2018-01-03T08:45:48-05:00,https://www.dealnews.com/8-Philips-100-W-Equivalent-LED-A19-Light-Bulbs-for-30-free-shipping/2170409.html,4
"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170418"">Eddie Bauer</a> takes <strong>up to 60% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093138,2170418"">sale items</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093141,2170418"">Semi-Annual Sale</a>. (Prices are as marked.) Plus, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093144,2170418"">clearance items</a> receive an <strong>extra 40% off</strong> via coupon code ""ICEBOX"". Shipping adds <strong>$7.99</strong>, but orders of $49 or more receive free shipping. Some exclusions apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s487/Eddie-Bauer/"">Eddie Bauer Coupons</a>.</p>",2170418,Eddie Bauer Semi-Annual Sale,CLOTHING & ACCESSORIES,Up to 60% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/c4fssfmennpo8g3qghw7",free shipping w/ $49,,,2018-01-03T09:18:24-05:00,https://www.dealnews.com/Eddie-Bauer-Semi-Annual-Sale-Up-to-60-off-free-shipping-w-49/2170418.html,4
"Proozy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170211"">Under Armour Men's HeatGear Flyweight T-Shirt</a> in several colors (Black/Steel pictured) for $19.99. Coupon code ""DN1399"" cuts the price to <strong>$13.99</strong>. With <strong>free shipping</strong>, that's tied with our mention from two weeks ago and the lowest price we could find by $14. It's available in select sizes from S to XXL. Deal ends January 8.",2170211,Under Armour Men's HeatGear Flyweight T-Shirt,ACTIVEWEAR,$14,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dm3zq48ujwsy4s72z4aq",free shipping,,,2018-01-03T07:49:55-05:00,https://www.dealnews.com/Under-Armour-Mens-Heat-Gear-Flyweight-T-Shirt-for-14-free-shipping/2170211.html,3
"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170394"">Alfani Men's Eco Fresh Shirt</a> in several colors (Sergeant Blue pictured) for <b>$15.93</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093081,2170394"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $39 off list and the lowest price we could find. It's available in select sizes from S to 3XL.",2170394,Alfani Men's Eco Fresh Shirt,SHIRTS,$16,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aiftyemhaxpq7wluwpiw",free s&h w/beauty item,,2018-01-02T15:49:09-05:00,,https://www.dealnews.com/Alfani-Mens-Eco-Fresh-Shirt-for-16-free-s-h-w-beauty-item/2170394.html,2
"Dell Small Business offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170406"">Dell Inspiron 15 7000 Series 7560 Intel Kaby Lake Core i7 2.7GHz 15.6"" 1080p Laptop</a> in Silver for $699.99. Coupon code ""649INSP"" cuts it to <strong>$649.99</strong>. With <strong>free shipping</strong>, that's tied with last week's mention as $310 off list and the lowest price we've seen. It features an Intel Core i7-7500U 2.7GHz Kaby Lake dual-core processor, 15.6"" 1920x1080 (1080p) IPS LED-backlit LCD, 8GB RAM, 256GB SSD, 3-cell battery, and Windows 10 Pro 64-bit. Deal ends January 3.",2170406,"Dell Inspiron Kaby Lake i7 16"" 1080p Laptop",LAPTOPS,$650,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xwmg5blcrgawp6vygzrs",free shipping,True,,2018-01-03T08:48:09-05:00,https://www.dealnews.com/Dell-Inspiron-Kaby-Lake-i7-16-1080-p-Laptop-for-650-free-shipping/2170406.html,3
"Equinox Int via Amazon offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170391"">Back Seat Baby Mirror</a> for $14.97. Coupon code ""66WCDTKL"" drops it to <b>$8.95</b>. With <b>free shipping</b> for Prime members, that's the lowest price we could find for a similar mirror by about a buck. It features shatter proof glass. Deal ends January 31.",2170391,Back Seat Baby Mirror,AUTOMOTIVE,$9,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kb44smact2yjucatqj8c",free shipping w/ Prime,,,2018-01-03T07:48:50-05:00,https://www.dealnews.com/Back-Seat-Baby-Mirror-for-9-free-shipping-w-Prime/2170391.html,2
