price,title,editors_choice,time_published,url,time_modified,hotness,category,uuid,description,picture_url,shipping
$18,LE 75W Equivalent Motion Sensor Floodlight,,2018-01-04T11:19:58-05:00,https://www.dealnews.com/LE-75-W-Equivalent-Motion-Sensor-Floodlight-for-18-free-shipping-w-Prime/2171753.html,,3,LIGHTING & LAMPS,2171753,"Neon Mart via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171753"">Lighting Ever 75-watt Equivalent Motion Sensor LED Floodlight</a> for $20.99. Coupon code ""OU88BL8O"" cuts that to <strong>$18.26</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's the lowest price we could find by $4. It features a 2,400-lumen output, 26"" detection range, and adjustable lighting and detection settings. Deal ends January 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ctbzqdnarmfxidzlcctv",free shipping w/ Prime
$199,Xbox One S 500GB Console w/ 3 Games,,,https://www.dealnews.com/Xbox-One-S-500-GB-Console-w-3-Games-for-199-free-shipping/2171645.html,2018-01-04T11:21:06-05:00,3,CONSOLES,2171645,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171645"">Microsoft Xbox One S Forza Horizon 3 Hot Wheels 500GB Console Bundle</a> in White bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096153,2171645"">Call of Duty Infinite Warfare + WWII Combo Pack for Xbox One</a> for <strong>$199</strong> with <strong>free shipping</strong>. That's $40 under the lowest price we could find for these items purchased separately elsewhere. (For further comparison, we saw the Forza Horizon 3 console bundle alone for $180 three days ago; with the extra two games, that makes this the best offer we've seen involving this console bundle.)<br>
<br>
The console features 4K Ultra HD video and Blu-ray support, High Dynamic Range, a streamlined wireless controller, integrated power supply, IR blaster, and vertical stand. The bundle includes downloads of Forza Horizon 3 and the Hot Wheels expansion, as well as physical copies of Call of Duty: Infinite Warfare and Call of Duty: WWII.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zullyhp0ooyxglusqjvs",free shipping
$24,Lemfo Fitness Tracker w/ HRM,,2018-01-04T11:17:29-05:00,https://www.dealnews.com/Lemfo-Fitness-Tracker-w-HRM-for-24-free-shipping/2171741.html,,3,SPORTS & FITNESS,2171741,"Lemfo via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171741"">Lemfo Fitness Tracker with Heart Rate Monitor</a> for $33.99. Coupon code ""O9EYA68J"" cuts the price to <strong>$23.79</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $2, although we saw it for a few cents less last Black Friday week. It monitors heart rate, sleep, steps, distances, and calories burned via the Lemfo Band app for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096114,2171741"">iOS</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096117,2171741"">Android</a>. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y0wx8xiuzl20yv5lcekz",free shipping
from $40 1-way,Southwest Nationwide Winter Fares,,2018-01-04T11:11:00-05:00,https://www.dealnews.com/Southwest-Nationwide-Winter-Fares-from-40-1-way/2171750.html,,4,AIRFARE,2171750,"Southwest Airlines via DealBase discounts <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171750"">Southwest Airlines 1-Way Fares Nationwide</a> with prices starting at <strong>$39.98</strong>. (On the DealBase landing page, click on ""Southwest Airlines"" in the top line to see this sale.) That's the lowest price we could find for select routes by at least $12. This price is valid for flights departing on January 25, from Las Vegas, NV, (LAS), with arrival in Los Angeles, CA, (LAX). Note that blackout dates and other conditions may apply. Book this travel deal by January 25 for travel from January 23 through May 23.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j3lmanantaer0jjsxz6z",
Up to 60% off,Columbia Web Specials,,,https://www.dealnews.com/Columbia-Web-Specials-Up-to-60-off-free-shipping/2171723.html,2018-01-04T16:22:22-05:00,5,CLOTHING & ACCESSORIES,2171723,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096105,2171723"">Columbia</a> takes <b>up to 60% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096051,2171723"">men's, women's, and kids' outerwear and jackets</a> via coupon code ""COLNEWYEAR60"" during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171723"">Web Specials Sale</a>. (The discount is taken from the item's <i>original</i> price; it doesn't stack with the sale price.) Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096054,2171723"">sign up</a>.) Some exclusions may apply. Deal ends January 29.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s38814/Columbia/"">Columbia Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dr1ruz210jr1pm2esjeq",free shipping
$35,"Refurb Alcatel Pixi 7 8GB 7"" Tablet, 2GB Data",,2018-01-04T11:02:43-05:00,https://www.dealnews.com/Refurb-Alcatel-Pixi-7-8-GB-7-Tablet-2-GB-Data-for-35-free-shipping/2171639.html,,1,TABLETS,2171639,"FreedomPop offers the refurbished 10-oz. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171639"">Alcatel OneTouch Pixi 7 8GB 7"" 4G LTE Android Tablet for FreedomPop</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095610,2171639"">FreedomPop Unlimited Talk, Text, and 2GB 4G LTE Data 1-Month Trial</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096090,2171639"">FreedomPop Phone Premier 1-Month Trial</a> for <strong>$34.99</strong> with <strong>free shipping</strong>. (Choose ""Super Saver"" shipping during checkout.) That's $5 under our May mention (although that included 1GB bonus data instead of the Phone Premier trial) and the best deal we've seen for this tablet without a contract. (It's also $12 less than you'd pay for <i>just the tablet</i> elsewhere.)<br>
<br>
It features a 7"" 1024x600 touchscreen LCD, 1.2GHz dual-core processor, 1GB RAM, 8GB internal storage, 2-megapixel rear camera, 0.3-megapixel front-facing camera, and Android 5.0 (Lollipop).<br>
<br>
Note: A 90-day Freedompop warranty applies. Be sure to switch to the free 500MB/month plan and cancel your trial before your initial free month expires, or you'll be billed $98.88 every six months.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fibvbzvr8r6tliutejhj",free shipping
$99,Jos. A. Bank Men's Traveler Slim Fit Suit,,2018-01-04T10:59:35-05:00,https://www.dealnews.com/Jos.-A.-Bank-Mens-Traveler-Slim-Fit-Suit-for-99-free-shipping/2171714.html,,3,SUITS,2171714,"Jos. A. Bank offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171714"">Jos. A. Bank Men's Traveler Collection Slim Fit Suit</a> in Grey or Dark Grey for <strong>$99</strong> with <strong>free shipping</strong>. That's $99 under yesterday's mention, $599 off list, and the lowest price we could find. It's available in select regular sizes from 35S to 46L and big & tall sizes from 40XL to 48L.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nz94bshex4p2kdqyk3lo",free shipping
Up to 65% off,Kitchen Clearance at Macy's,,,https://www.dealnews.com/Kitchen-Clearance-at-Macys-Up-to-65-off-free-s-h-w-beauty-item/2171726.html,2018-01-04T17:38:06-05:00,4,KITCHEN,2171726,"Macy's takes <strong>up to 65% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096060,2171726"">kitchen clearance items</a>. Plus, coupon code ""WKND"" takes an <strong>extra 15% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096063,2171726"">select items</a>. (Eligible items are marked.) Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096066,2171726"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. Deal ends January 7. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171726"">Martha Stewart Collection Halloween Cupcake Liners &amp; Toppers</a> for <strong>$7.53</strong> (pictured, $11 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096069,2171726"">Cole &amp; Mason Black Richmond Electric Mill Gift Set</a> for <strong>$35.93</strong> (tied at <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096072,2171726"">Amazon</a>; low by $24)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a3c9aulrtcs3lahl0r7m",free s&h w/beauty item
$80,Columbia Women's Karis Gale Long Jacket,,,https://www.dealnews.com/Columbia-Womens-Karis-Gale-Long-Jacket-for-80-free-shipping/2171720.html,2018-01-04T10:54:28-05:00,3,COATS,2171720,"Columbia offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171720"">Columbia Women's Karis Gale Long Jacket</a> in several colors (Dark Raspberry pictured) for $99.99. Coupon code ""COLNEWYEAR60"" knocks it to <strong>$79.99</strong>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096033,2171720"">sign up</a>.) That's $120 off and tied with our mention from a week ago as the lowest price we could find. It's available in select sizes from XS to XL. Deal ends January 29.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lu2jamll4nj7mgnamgp6",free shipping
$80,"Refurb HP Compaq 23"" 1080p LED LCD Display",,2018-01-04T10:52:02-05:00,https://www.dealnews.com/Refurb-HP-Compaq-23-1080-p-LED-LCD-Display-for-80-free-shipping/2171612.html,,1,MONITORS,2171612,"Ending today, Newegg offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171612"">HP Compaq 23"" 1080p LED LCD Monitor</a> for <strong>$79.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $10. It features a native resolution of 1920x1080 (1080p), 5ms response time, USB hub, and DisplayPort.<br>
<br>
Note: A 90-day HP warranty applies.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qicp3oyt79yhrxtzzzhb",free shipping
Up to 30% off,Lenovo Flash Sale,,2018-01-04T10:43:42-05:00,https://www.dealnews.com/Lenovo-Flash-Sale-Up-to-30-off-free-shipping/2171705.html,,3,LAPTOPS,2171705,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171705"">Lenovo</a> takes <strong>up to 30% off</strong> a selection of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095955,2171705"">Lenovo laptops</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095958,2171705"">Flash Sale</a>, via coupon code ""4DAYSALE"". Plus, all orders bag <strong>free shipping</strong>. Deal ends January 7.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1662/Lenovo/"">Lenovo Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xegjgvthrhgw8zgbaciz",free shipping
$11,Ambolove AC600 Dual Band USB WiFi Adapter,,,https://www.dealnews.com/Ambolove-AC600-Dual-Band-USB-Wi-Fi-Adapter-for-11-free-shipping-w-Prime/2171702.html,2018-01-04T21:24:21-05:00,3,ADAPTERS,2171702,"Happygo Forever via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171702"">Ambolove AC600 Dual Band USB 802.11ac Wireless Adapter with 5dBi antenna</a> for $16.99. Coupon code ""MCWXPEV2 cuts it to <strong>$10.99</strong>. With <strong>free shipping</strong> for Prime members, that's $1 under the lowest price we could find for a similar adapter elsewhere, although we saw it for a buck less on Black Friday. It features up to 600Mb/s WiFi speeds on 5GHz and 2.4GHz bands. Deal ends January 15.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mb0yvltsdfdftsynbwwc",free shipping w/ Prime
$60,Oakley Unisex Turbine Polarized Sunglasses,,,https://www.dealnews.com/Oakley-Unisex-Turbine-Polarized-Sunglasses-for-60-free-shipping/2171597.html,2018-01-04T21:20:35-05:00,3,SUNGLASSES,2171597,"6pm offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171597"">Oakley Unisex Turbine Rotor Polarized Sunglasses</a> in Black/Tungsten Iridium for <strong>$59.99</strong> with <strong>free shipping</strong>. That's $21 under our September mention and the lowest price we could find now by $14. They feature 100% UV protection, an O-Matter frame, Plutonite lenses, and Unobtainium panels at temple tips and nose.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uh8qlz17smocltxx4rhq",free shipping
$11,Trolli Sour Bite Gummi Crawlers 5-lb. Bag,,,https://www.dealnews.com/Trolli-Sour-Bite-Gummi-Crawlers-5-lb.-Bag-for-11-free-shipping/2171699.html,2018-01-04T21:20:27-05:00,3,GROCERIES,2171699,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171699"">Trolli Sour Bite Gummi Crawlers 5-lb. Bag</a> for <b>$11.24</b> with <b>free shipping</b> via the following steps. That's the lowest price we could find by $6. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171699"">Trolli Sour Bite Gummi Crawlers 5-lb. Bag</a> for $14.99
 </li>
 <li>clip the ""20% off"" coupon
 </li>
 <li>check out via Subscribe &amp; Save for a final price of <b>$11.24</b>
 </li>
</ol>
Note: Be sure to cancel Subscribe & Save after your item ships to avoid being billed for future shipments.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/c5ec2o9t6qkpghwmnvkw",free shipping
$4,Scosche handleIT Cell Phone Bike Mount,True,,https://www.dealnews.com/Scosche-handle-IT-Cell-Phone-Bike-Mount-for-4-pickup-at-Walmart/2171690.html,2018-01-04T21:20:02-05:00,3,BICYCLING,2171690,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171690"">Scosche handleIT Cell Phone Bike Mount</a> for <strong>$3.94</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find by $11. It's compatible with devices up to 4"" wide and attaches to most handle bar sizes.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bkgwnpzeu9ovcbzayaau",pickup at Walmart
$20,Columbia Women's W Mountainside Gloves,,,https://www.dealnews.com/Columbia-Womens-W-Mountainside-Gloves-for-20-free-shipping/2171651.html,2018-01-04T10:19:55-05:00,2,ACCESSORIES,2171651,"Columbia offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171651"">Columbia Women's W Mountainside Gloves</a> in several colors (Black pictured) for <strong>$19.90</strong>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095649,2171651"">sign up</a>.) That's the lowest price we could find by $4. They feature a PU grip palm, touchscreen-compatible fingertip, and elasticated wrists. They're available in sizes S to XL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qqxxglwtf8whd0mjsg9f",free shipping
