shipping,url,category,time_published,uuid,time_modified,title,picture_url,price,description,hotness,editors_choice
free shipping,https://www.dealnews.com/Reebok-Mens-Shorts-4-Pack-XL-sizes-for-27-free-shipping/2167658.html,SHORTS,2017-12-28T14:12:35-05:00,2167658,,Reebok Men's Shorts 4-Pack (XL sizes),"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uhx8kaoyyhxzzcsph63i",$27,"That Daily Deal offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167658"">Reebok Men's Performance Shorts 4-Pack</a> for <strong>$27.49</strong> with <strong>free shipping</strong>. That's the lowest price we could find for this quantity today by $32, although we saw it for $2 less last month. They're available in sizes XL and XXL only.<br>
<br>
Note: The colors will be chosen at random.",3,
free shipping,https://www.dealnews.com/Polarex-6-in-1-Waterproof-and-Windproof-Hood-for-6-free-shipping/2167661.html,ACCESSORIES,,2167661,2017-12-29T04:01:29-05:00,Polarex 6-in-1 Waterproof and Windproof Hood,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jor03ofvseuyyzev1yk0",$6,"13 Deals offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167661"">Polarex 6-in-1 Waterproof and Windproof Fleece Hood</a> in several colors for <strong>$6.49</strong> with <strong>free shipping</strong>. That's $19 off list and the lowest price we could find. It converts into a hat, hood, scarf, beanie, balaclava, and bag. Deal ends January 7.<br>
<br>
Note: This item ships in a random color.",4,
free shipping w/ Prime,https://www.dealnews.com/Aduro-U-Grip-Tablet-Stand-and-Holder-for-10-free-shipping-w-Prime/2167820.html,TABLET ACCESSORIES,2017-12-29T03:18:06-05:00,2167820,,Aduro U-Grip Tablet Stand and Holder,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/r4rw5okcl1wu2dlptziu",$10,"Entronik via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167820"">Aduro U-Grip Tablet Stand and Holder</a> in several colors (Black/Red pictured) for $12.97. Coupon code ""P6HBBJMA"" cuts it to <b>$9.99</b>. Plus, Prime members get <b>free shipping</b>. It fits tablets of 7"" to 10"", a rubber coated grip, and 360° of rotation. Deal ends January 6.",,
free shipping,https://www.dealnews.com/Xgimi-H1-Android-Home-Theater-DLP-Projector-for-778-free-shipping/2167670.html,DLP PROJECTORS,2017-12-28T14:07:17-05:00,2167670,,Xgimi H1 Android Home Theater DLP Projector,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eockrfyevaqqne1l8uic",$778,"GearBest offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167670"">Xgimi H1 Android Home Theater DLP Projector</a> for $849. Coupon code ""GXGMH1"" cuts that to <strong>$777.77</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $40. It features a 1920x1080 (1080p) native resolution, projections up to 300"", 900-lumens brightness, two harman/kardon 45mm speakers, 3GB RAM, 16GB internal storage, dual-band WiFi, Bluetooth 4.0, Apple AirPlay, HDMI, USB 3.0, and Android 5.1 (Lollipop). Deal ends January 31.",2,
free shipping,https://www.dealnews.com/Otter-Box-Winter-Otterland-Event-15-off-most-items-free-shipping/2167676.html,CELL PHONE CASES,2017-12-28T14:06:47-05:00,2167676,,OtterBox Winter Otterland Event,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/meweuk0ym7lir0exqjlh",15% off most items,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167676"">OtterBox</a> takes <strong>15% off</strong> most items sitewide during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087285,2167676"">Winter Otterland Event</a>. (Eligible items are marked, and the discount shows in-cart.) Even better, all orders qualify for <strong>free shipping</strong>. Deal ends December 31.",3,
free shipping,https://www.dealnews.com/Intelliseat-Electronic-Bidet-Toilet-Seat-from-190-free-shipping/2167667.html,BED & BATH,2017-12-28T13:53:02-05:00,2167667,,Intelliseat Electronic Bidet Toilet Seat,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sscdazic0i9asfouwn0r",from $190,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167667"">Intelliseat Ultimate Electronic Bidet Toilet Seat</a> for <strong>$189.98</strong> with <strong>free shipping</strong>. (Non-members pay an extra $19.) That's the lowest price we could find by $108. It fits most toilet seats and features an adjustable self-cleaning nozzle, air dryer with five heat levels, and remote control. Deal end January 2.",3,
free shipping,https://www.dealnews.com/adidas-Mens-Climawarm-Pants-large-sizes-for-22-free-shipping/2167664.html,ACTIVEWEAR,,2167664,2017-12-29T04:01:23-05:00,adidas Men's Climawarm Pants (large sizes),"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uwrnwiapym2jmgqhpaqi",$22,"Proozy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167664"">adidas Men's Practice Climawarm Jogger Pants</a> in several colors (Granite pictured) for $29.99. Coupon code ""DN22"" cuts that to <strong>$22</strong>. With <b>free shipping</b>, that's a buck under our mention from a month ago and $16 below the lowest price we could find for similar pants elsewhere. They're available in select sizes from L to XXL. Deal ends January 3.",4,
free shipping,https://www.dealnews.com/BHG-Porter-Fabric-Tufted-Futon-for-229-free-shipping/2167505.html,SOFAS & COUCHES,2017-12-28T13:45:15-05:00,2167505,,BHG Porter Fabric Tufted Futon,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cule8gaybd4uho9eszmz",$229,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167505"">Better Homes and Gardens Porter Fabric Tufted Futon</a> in several colors (Navy pictured) for <b>$229</b> with <b>free shipping</b>. That's the lowest price we could find by $141. It features a split-back design and holds up to 600 lbs.",3,
free shipping,https://www.dealnews.com/Dimmable-LED-Desk-Lamp-for-8-free-shipping/2167655.html,LIGHTING & LAMPS,,2167655,2017-12-29T04:00:29-05:00,Dimmable LED Desk Lamp,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/v2tdqm5qgfacnh3nzxjs",$8,"Deal Genius offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167655"">Dimmable LED Desk Lamp</a> in several colors (Black pictured) for $12.95. Coupon code ""LED5"" cuts it to <strong>$7.95</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $5. It features a USB charging port and adjustable neck. Deal ends January 10.",4,
free shipping,https://www.dealnews.com/Refurb-Samsung-Radiant-360-Bluetooth-Speaker-for-60-free-shipping/2167469.html,SPEAKERS,2017-12-28T13:36:34-05:00,2167469,,Refurb Samsung Radiant 360 Bluetooth Speaker,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/v8jvszlvwwzzvvajfohu",$60,"legendmicro-wholesale via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167469"">Samsung Radiant 360 R1 Bluetooth Speaker</a> for <strong>$59.99</strong> with <strong>free shipping</strong>. That's tied with our mention from three weeks ago and the lowest price we've seen in any condition. (It's $20 under another refurbished model.) It features up to 14-watt output, woofer, dome tweeter, Bluetooth 4.0, and tap & swipe speaker controls.<br>
<br>
Note: A 90-day Samsung warranty applies.",3,
free shipping,https://www.dealnews.com/adidas-Mens-Vengeful-Running-Shoes-for-50-free-shipping/2167484.html,SHOES,2017-12-28T13:32:07-05:00,2167484,,adidas Men's Vengeful Running Shoes,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nkzf0xfvljuohmqkvn1t",$50,"Jackrabbit offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167484"">adidas Men's Vengeful Running Shoes</a> in Blue/White or Black/Orange for <strong>$49.98</strong> with <strong>free shipping</strong>. That's $5 less than our March mention and the lowest price we could find by $25. They're available in select sizes from 7.5 to 13.",3,
free shipping,https://www.dealnews.com/Nike-Mens-Lebron-Soldier-XI-SFG-Shoes-for-67-free-shipping/2167646.html,SHOES,,2167646,2017-12-29T03:39:28-05:00,Nike Men's Lebron Soldier XI SFG Shoes,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qlsioxh1gqmrtfblcobg",$67,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167646"">Nike Men's Lebron Soldier XI SFG Basketball Shoes</a> in Silver for $89.97. In cart, that drops to <strong>$67.48</strong>. Plus, Nike+ members receive <b>free shipping</b>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087144,2167646"">join</a>.) That's the lowest price we could find by $50. They're available in sizes 8 to 14. Deal ends January 4.",5,
free shipping,https://www.dealnews.com/Dell-27-1080-p-IPS-LED-LCD-Display-for-218-free-shipping/2167784.html,MONITORS,2017-12-29T00:01:00-05:00,2167784,,"Dell 27"" 1080p IPS LED LCD Display","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x3lesrlxdgbofcjui2p4",$218,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167784"">Dell S2715H 27"" 1080p IPS LED-Backlit LCD Monitor</a> in Black for <b>$218.49</b> with <strong>free shipping</strong>. It features a 1920x1080 (1080p) native resolution, HDMI, USB, and VGA inputs.",,
free shipping,https://www.dealnews.com/Free-Knight-60-L-Outdoor-Travel-Rucksack-for-23-free-shipping/2167457.html,BACKPACKS,2017-12-28T13:28:11-05:00,2167457,,Free Knight 60L Outdoor Travel Rucksack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/edai3ve00zyiq3f3ahbw",$23,"Yallstore via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167457"">Free Knight 60-Liter Outdoor Travel Rucksack</a> in several colors for <strong>$22.99</strong> with <strong>free shipping</strong>. That's tied with our October mention and the lowest price we could find by about a buck. It features side mesh pockets, waist pack design, thickened shoulder and waist straps, and splatterproof coating.",3,
free shipping w/ Prime,https://www.dealnews.com/Amazon-Warehouse-Deals-Closeout-Sale-50-off-or-more-free-shipping-w-Prime/2167649.html,AMAZON COUPONS,,2167649,2017-12-29T03:36:23-05:00,Amazon Warehouse Deals Closeout Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kigjjwajp1xfmkldd4r7",50% off or more,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087156,2167649"">Amazon Warehouse Deals</a> continues to cut <strong>at least 50% off</strong> a vast selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167649"">open-box, used, and closeout items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087159,2167649"">Bargain Bin Closeout Sale</a>. Plus, Prime members receive <strong>free shipping</strong>. It yields solid savings on a huge variety of items, like apparel, accessories, toys, electronics, and music.",5,
free shipping,https://www.dealnews.com/Refurb-Macbook-Pro-i7-15-Laptop-w-Retina-for-730-free-shipping/2167640.html,MACBOOK PRO,,2167640,2017-12-29T04:00:09-05:00,"Refurb Macbook Pro i7 15"" Laptop w/ Retina","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fn5djh6kvnohzjmpylvu",$730,"JemJem offers the refurbished 4.5-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167640"">Apple MacBook Pro Haswell Intel Core i5 2GHz 15.4"" Laptop with Retina Display</a> for $749.99. Coupon code ""E8DKPEQ2GFNY20"" drops that to <b>$729.99</b>. With <b>free shipping</b>, that's $215 below our mention from last month and the lowest price we've seen. (It's the best deal for a refurb now by $70.) It features an Intel Core i7 2GHz Haswell quad-core processor, 15.4"" 2880x1800 Retina display, 4GB RAM, 256GB hard drive, 802.11ac wireless, Bluetooth 4.0, FaceTime HD camera, two ThunderBolt ports, two USB 3.0 ports, and Mac OS X El Capitan.<br>
<br>
Note: A 90-day JemJem warranty is included.",4,
free shipping,https://www.dealnews.com/7.5-mm-Freshwater-Pearl-Necklace-Earrings-Set-for-12-free-shipping/2167634.html,JEWELRY,2017-12-28T13:19:32-05:00,2167634,,"7.5mm Freshwater Pearl Necklace, Earrings Set","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jrtichmzgb6usufamzvx",$12,"Win Pearl offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167634"">7.5mm Freshwater Pearl Necklace and Earrings Se</a>t in White for $59.99. Coupon code ""dealnews80"" cuts it to <strong>$12</strong>. With <strong>free shipping</strong>, that's tied with last month's mention and $6 under the lowest price for a comparable pair. The necklace measures approximately 17"" long and features AA quality button pearls and a white gold plated sterling silver clasp. The earrings are AAA quality. Deal ends December 31.",2,
free shipping,https://www.dealnews.com/Nike-Mens-Tech-Knit-Bomber-Jacket-for-101-free-shipping/2167643.html,ACTIVEWEAR,2017-12-28T13:15:27-05:00,2167643,,Nike Men's Tech Knit Bomber Jacket,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/piapdkccpkwviundq3ns",$101,"Nike offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167643"">Nike Men's Sportswear Tech Knit Bomber Jacket</a> in Black or Grey for $134.97. That falls to <strong>$101.23</strong> in-cart. Plus, Nike+ members receive <b>free shipping</b>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087117,2167643"">join</a>.) That's $24 under our mention from January, $149 off list, and the lowest price we could find. It's available in select sizes from XS to 3XL. Deal ends January 4.",2,
pickup at Target,https://www.dealnews.com/Carters-Just-One-You-Bear-Blanket-for-5-pickup-at-Target/2167628.html,BABIES & KIDS ITEMS,2017-12-28T13:13:03-05:00,2167628,,Carter's Just One You Bear Blanket,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m5ylhsudar5ia5zz8f9t",$5,"Target offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167628"">Carter's Just One You Bear Blanket</a> in Pink for $5.98. In-cart it drops to <b>$4.78</b>. Opt for in-store <b>pickup</b> to dodge the $5.99 shipping charge. That's $7 off list and the lowest price we could find. It measures 40"" x 30"". Deal ends December 31.",3,
free shipping,https://www.dealnews.com/Ironton-63-pc-Titanium-Coated-Drill-Bit-Set-for-10-free-shipping/2167502.html,TOOLS & HARDWARE,2017-12-28T13:06:02-05:00,2167502,,Ironton 63pc Titanium-Coated Drill Bit Set,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mbcnbtobqbej2hxwrdde",$10,"Northern Tool via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167502"">Ironton 63-Piece Titanium-Coated Drill Bit Set</a> for <strong>$9.99</strong> with <strong>free shipping.</strong> That's $10 off list and the lowest price we could find. It includes drill bits from 1/16"" to 3/8"" in 1/64"" increments.",3,
free shipping,https://www.dealnews.com/Open-Box-Galaxy-Tab-S3-10-32-GB-Wi-Fi-Tablet-for-380-free-shipping/2167637.html,TABLETS,2017-12-28T13:01:49-05:00,2167637,,"Open-Box Galaxy Tab S3 10"" 32GB WiFi Tablet","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yiuqzbjrhwhqoa8umi5t",$380,"QuickShip Electronics via eBay offers the open-box 15.1-oz. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167637"">Samsung Galaxy Tab S3 9.7"" 32GB WiFi Android Tablet</a> in Black for <strong>$379.99</strong> with <strong>free shipping</strong>. That's $120 under our July mention of a sealed unit (which came with a $100 Dell gift card) and the lowest price we've seen. (It's $118 under the best deal we could find for a sealed unit today, although most retailers charge $549 or more.)<br>
<br>
It features a Qualcomm Snapdragon 820 2.15GHz quad-core processor, 9.7"" 1536x2048 Super AMOLED touchscreen, 4GB RAM, 32GB storage, 13-megapixel rear camera, 5-megapixel front-facing camera, 4K video recording, 802.11ac wireless, Bluetooth 4.2, microSD card slot, USB 3.1 Type-C magnetic connector, fingerprint sensor, S-Pen, and Android 7.0 (Nougat).<br>
<br>
Note: A 1-year QuickShip Electronics warranty applies. The item comes in its original box (which may be slightly distressed) with its original accessories.",3,
