editors_choice,shipping,picture_url,hotness,price,time_published,category,uuid,time_modified,description,url,title
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mcm0vlzacz87nzowxq7n",2,Up to 40% off + 8% off,2018-01-03T09:52:10-05:00,HOTELS,2170913,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170913"">Hotels.com</a> takes an <b>up to 40% off</b> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094050,2170913"">hotel stays nationwide</a>. Plus, take an <b>extra 8% off</b> via coupon code ""SAVE8JAN18"". Some exclusions apply. Book this travel deal by January 7 for stays through February 11.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2306/Hotels.com/"">Hotels.com Coupons</a>.</p>",https://www.dealnews.com/Hotels.com-coupon-Up-to-40-off-8-off/2170913.html,Hotels.com coupon
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/elsnazbiap2g2hvixx6v",2,$67,,TOYS & HOBBIES,2170877,2018-01-03T09:50:48-05:00,"Walmart offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170877"">Teddy Ruxpin</a> for <strong>$66.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094032,2170877"">Amazon</a> has it for the same price.) That's $16 under our mention from two weeks ago and the lowest price we've seen. (It's the best deal today by $33.) It measures 14"" and features color LCD eyes, a motorized mouth, sing-along mode, and three original stories. Unlike the original model, which relied on cassette tapes, this version is Bluetooth compatible and also has a companion app (free to download). Four AA batteries are included.",https://www.dealnews.com/Teddy-Ruxpin-for-67-free-shipping/2170877.html,Teddy Ruxpin
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dtwqzer04a7yxlr2r6iv",3,$433,,PATIO FURNITURE,2170781,2018-01-03T16:14:23-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170781"">AZ Patio Heaters Extruded Aluminum Rectangular Gas Fire Pit</a> in Bronze for <strong>$433.47</strong> with <strong>free shipping</strong>. That's $96 less than last week's mention and the lowest price we could find by $167. It measures 49.5"" x 37.5"" x 22.5"" and has 42,000-BTU output.",https://www.dealnews.com/AZ-Patio-Heaters-Rectangular-Gas-Fire-Pit-for-433-free-shipping/2170781.html,AZ Patio Heaters Rectangular Gas Fire Pit
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hitryxlwvjxa82g88kcs",3,from $880 for 2 + kids,,VACATIONS,2170907,2018-01-03T16:31:47-05:00,"CheapCaribbean via Dunhill travel offers an <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170907"">All-Inclusive Holiday Inn Resort Los Cabos 3-Night Flight and Hotel Vacation for two</a> in San Jose del Cabo, Mexico, with prices starting at <strong>$880.04</strong>. (Click ""Take Me There!"" on the landing page to see this offer.) Plus, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094017,2170907"">two kids 12 and under stay and eat</a> for <b>free</b>. That's the lowest price we could find for this vacation by $159. This 3-star hotel has an Expedia rating of 85% based on 553 reviews. Book this travel deal by January 9 for travel through April 30.",https://www.dealnews.com/3-Nt-All-Incl.-Los-Cabos-Flight-Hotel-Pkg-from-880-for-2-kids/2170907.html,3Nt All-Incl. Los Cabos Flight & Hotel Pkg
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zxzvpu1rn412yiwcl9ty",2,$400,2018-01-03T09:40:10-05:00,TVS,2170898,,"Dell Home offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170898"">LG 48.5"" 4K HDR IPS LED-Backlit LCD Ultra HD Smart Television</a>, model no. 49UJ6300, for <b>$399.99</b> with <strong>free shipping</strong>. That's the lowest price we could find by $10, with many stores charging at least $500, although we saw it for $400 bundled with a $50 Dell gift card last month. It features a 3840x2160 (2160p, 4K) native resolution, 4K upscaling, active HDR, 802.11ac wireless, webOS 3.5 (with access to Netflix, Hulu Plus, YouTube, more), USB, and three HDMI inputs.",https://www.dealnews.com/LG-49-4-K-HDR-LED-UHD-Smart-TV-for-400-free-shipping/2170898.html,"LG 49"" 4K HDR LED UHD Smart TV"
True,pickup at Micro Center,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wrv4uyvcx24h66suskdf",4,$50,,SPORTS & FITNESS,2170901,2018-01-03T17:24:20-05:00,"For in-store pickup only, Micro Center offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170901"">Under Armour HealthBox Connected Fitness System</a> for <strong>$49.99</strong>. That's the lowest price we could find by $110 and the best we've seen by far. It includes a UA Band, UA Scale, and UA Heart Rate.",https://www.dealnews.com/Under-Armour-Health-Box-Fitness-System-for-50-pickup-at-Micro-Center/2170901.html,Under Armour HealthBox Fitness System
,pickup at Micro Center,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jc0l2l2qktyhbp9xpmff",3,$40,,GADGETS,2170886,2018-01-03T16:12:52-05:00,"For in-store pickup only, Micro Center offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170886"">Tile Slim Bluetooth Item Finder 4-Pack</a> for <strong>$39.99</strong>. That's $10 under our mention from last February and the lowest price we could find by $60. It creates an audible alarm at the push of a button, allowing you to find any item it's attached to.",https://www.dealnews.com/Tile-Slim-Bluetooth-Tracker-4-Pack-for-40-pickup-at-Micro-Center/2170886.html,Tile Slim Bluetooth Tracker 4-Pack
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jmxjtxyzmzjqxkwwqi8z",3,$70,,INTERNAL HARD DRIVES,2170883,2018-01-03T16:11:52-05:00,"B&H Photo Video offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170883"">SanDisk 240GB SSD Plus 2.5"" Serial ATA 6Gb/s Internal SSD</a> for <strong>$69.50</strong> with <strong>free shipping</strong>. (<del><a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093846,2170883"">Newegg</a></del>, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093849,2170883"">Best Buy</a>, and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093852,2170883"">Adorama</a> charge the same.) That's $3 under our August mention and the lowest price we could find by $10. It features read speeds of up to 530MB/s and write speeds of up to 440MB/s. Deal ends January 6.",https://www.dealnews.com/San-Disk-240-GB-Plus-SATA-6-Gbps-Internal-SSD-for-70-free-shipping/2170883.html,SanDisk 240GB Plus SATA 6Gbps Internal SSD
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eczvoa7yr5kjl70levmo",3,$35,,SHOES,2170874,2018-01-03T16:10:39-05:00,"Joe's New Balance Outlet offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170874"">New Balance Men's 410v5 Trail Running Shoes</a> in Charcoal for $38.99. Coupon code ""FLASH410"" drops it to <b>$34.99</b>. With <b>free shipping</b>, that's tied last month's mention and the lowest price we could find by $10. They're available in sizes 7 to 13. Deal ends January 5.",https://www.dealnews.com/New-Balance-Mens-410-v5-Trail-Running-Shoes-for-35-free-shipping/2170874.html,New Balance Men's 410v5 Trail Running Shoes
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pctuccrfwvirja3bfsgw",1,$490,2018-01-03T09:04:39-05:00,DESKTOPS,2170880,,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170880"">Dell XPS 8930 Intel Coffee Lake Core i3 3.6GHz Desktop</a> for <strong>$489.99</strong> with <strong>free shipping</strong>. That's $60 off list and the lowest price we could find. Features include:
<ul>
 <li>Intel Core i3-8100 3.6GHz Coffee Lake quad-core processor
 </li>
 <li>8GB RAM
 </li>
 <li>1TB 7200 rpm hard drive
 </li>
 <li>DVD burner
 </li>
 <li>Windows 10 Home 64-bit
 </li>
</ul>",https://www.dealnews.com/Dell-XPS-8930-Coffee-Lake-Core-i3-Quad-PC-for-490-free-shipping/2170880.html,Dell XPS 8930 Coffee Lake Core i3 Quad PC
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cbamvb3gzycslmihvhst",2,$686,2018-01-03T09:04:06-05:00,LAPTOPS,2170871,,"Dell Home, via its Member Purchase Program, offers its 4.9-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170871"">Dell Inspiron 15 5000 Series 5570 Intel Kaby Lake R Core i7 1.8GHz 15.6"" 1080p Laptop</a> in Platinum Silver for $734.99. Coupon code ""50OFF699"" drops that to <strong>$685.99</strong>. With <strong>free shipping</strong>, that's tied with our mention from two weeks ago and the lowest price we could find now by $64.<br>
<br>
It features an Intel Core i7-8550U 1.8GHz Kaby Lake R quad-core processor, 15.6"" 1920x1080 (1080p) LED-backlit LCD, 8GB RAM, 1TB hard drive with 128GB SSD, DVD burner, 802.11ac wireless, Bluetooth 4.2, USB 3.1, HDMI, backlit keyboard, 3-cell battery, McAfee LiveSafe 12-month subscription, and Windows 10 Home 64-bit.",https://www.dealnews.com/Dell-Kaby-Lake-R-i7-16-Laptop-w-128-GB-SSD-for-686-free-shipping/2170871.html,"Dell Kaby Lake R i7 16"" Laptop w/ 128GB SSD"
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mh066nqvsr6z00xjzdur",3,$20,2018-01-03T08:56:16-05:00,SHOES,2170790,,"Sperry offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170790"">Sperry Women's Crest Ebb Sandwash Sneakers</a> in Rose for <strong>$19.98</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093756,2170790"">Wolverine World Wide via Amazon</a> charges the same.) That's $10 under our mention from last May and the lowest price we could find in any style by $28. They're available in sizes 5 to 10.",https://www.dealnews.com/Sperry-Womens-Crest-Ebb-Sandwash-Sneakers-for-20-free-shipping/2170790.html,Sperry Women's Crest Ebb Sandwash Sneakers
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jm7gqccfov460z7z8ooj",3,from $36 1-way,,AIRFARE,2170865,2018-01-03T16:09:36-05:00,"Alaska Airlines via DealBase offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170865"">1-Way Nationwide Fares</a> with prices starting from <strong>$36.31</strong>. (On the DealBase landing page, click ""Alaska Airlines"" in the top line to see this sale.) This price is valid on flights departing from Burbank, CA, (BUR) with arrival in San Jose, CA, (SJC) on February 6. That's the lowest price we could find for select routes by at least $46. Book this travel deal by January 4 for travel from January 16 through March 14.<br>
<br>
Prices, dates, and booking details were valid at the time of publication.",https://www.dealnews.com/Alaska-Airlines-Nationwide-Fares-from-36-1-way/2170865.html,Alaska Airlines Nationwide Fares
,4-cent installation,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kjwugwwm5l1frxur1c5a",3,$70 off,,AUTOMOTIVE,2170862,2018-01-03T15:30:10-05:00,"Exclusively for its members, Costco takes <strong>$70 off</strong> any <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170862"">set of four Michelin tires</a>. (Click through the sale banner and find a set at your local warehouse; all discounts automatically apply in cart.) Additionally, you'll pay just <strong>1 cent per tire</strong> for installation. (Installation normally costs $15 per tire.) Combined, that matches our mention from a month ago and represents a savings of $130 on your next tire purchase. Deal ends January 12.<br>
<br>
Note: Additional service and disposal fees may apply, varying by state.",https://www.dealnews.com/Set-of-4-Michelin-Tires-at-Costco-70-off-4-cent-installation/2170862.html,Set of 4 Michelin Tires at Costco
,free shipping w/ $99,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d3cbz2ojuolwgxfiw0gi",3,25% to 60% off,,MACY'S COUPONS,2170772,2018-01-03T16:08:40-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170772"">Macy's</a> takes <strong>25% to 60% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093819,2170772"">apparel, shoes, accessories, jewelry, home items, and more</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093744,2170772"">New Year Styles Sale</a>. (Prices are as marked.) Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093747,2170772"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. (Orders of $99 or more also bag free shipping.)",https://www.dealnews.com/Macys-New-Year-Styles-Sale-25-to-60-off-free-shipping-w-99/2170772.html,Macy's New Year Styles Sale
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wcmcyjxwfeuvl5pweqfl",2,$68,2018-01-03T08:46:35-05:00,SMALL APPLIANCES,2170853,,"Funnyhome-US via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170853"">Aicok Slow Masticating Juicer</a> for $98.99. Coupon code ""L9V73DDF"" cuts it to <strong>$68.30</strong>. With <strong>free shipping</strong>, that's $9 under our Cyber Week mention and the lowest price we could find now by $57. It features an 80 RPM low speed rate designed to reduce oxidation, auto-pulp ejection, and jug. Deal ends January 7.",https://www.dealnews.com/Aicok-Slow-Masticating-Juicer-for-68-free-shipping/2170853.html,Aicok Slow Masticating Juicer
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hicixzefpm4tl4tuxogr",2,$8,,HAND TOOLS,2170832,2018-01-03T16:13:41-05:00,"Tanga offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170832"">Zone Tech Emergency Escape Tool 2-Pack</a> for <strong>$7.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $1. The tool works as a seatbelt cutter or window breaker, and features a blade and a hammer.",https://www.dealnews.com/Zone-Tech-Emergency-Escape-Tool-2-Pack-for-8-free-shipping/2170832.html,Zone Tech Emergency Escape Tool 2-Pack
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iscuarf0npk6wdjvsjrt",1,"$1,499",,LAPTOPS,2170835,2018-01-03T16:01:08-05:00,"Dell Home offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170835"">Dell XPS 15 Intel Kaby Lake Core i7 2.8GHz 15.6"" 1080p Laptop</a> for <strong>$1,499</strong> with <strong>free shipping</strong>. That's $101 under our mention from two weeks ago, $251 off, and the lowest price we've seen for this build.<br>
<br>
Features include an Intel Core i7-7700HQ 2.8GHz Kaby Lake quad-core processor, 15.6"" 1920x1080 IPS LED-backlit display, 16GB RAM, 512GB SSD, Nvidia GeForce GTX 1050 4GB video card, 802.11ac wireless, Bluetooth 4.2, McAfee LiveSafe 12-Month subscription, and Windows 10 Home 64-bit.",https://www.dealnews.com/Dell-Kaby-Lake-i7-16-Laptop-w-4-GB-GPU-for-1-499-free-shipping/2170835.html,"Dell Kaby Lake i7 16"" Laptop w/ 4GB GPU"
,free shipping w/ $100,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ns6x4mayxb9wabwo20ch",4,Up to 75% off + 40% off,,CLOTHING & ACCESSORIES,2170820,2018-01-03T15:29:35-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170820"">Levi's</a> cuts <strong>up to 75% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093786,2170820"">sale items</a>. Plus, cut an <strong>extra 40% off</strong> via coupon code ""SALE40"". Shipping adds <strong>$7.50</strong>, but orders of $100 or more get free shipping. Some exclusions apply. Deal ends January 9.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1491/Levis/"">Levi's Coupons</a>.</p>",https://www.dealnews.com/Levis-Sale-Up-to-75-off-40-off-free-shipping-w-100/2170820.html,Levi's Sale
