editors_choice,description,uuid,shipping,hotness,category,picture_url,time_published,price,title,url,time_modified
,"Holsem via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170367"">Holsem 8-Outlet Surge Protector Power Strip</a> in Black or White for $25.95. Coupon code ""WO6W4JZY"" drops it to <b>$16.49</b>. Plus, Prime members bag <b>free shipping</b>. That's the lowest price we could find by $13. It features two USB charging outlets, surge protection up to 2,000 joules, and a 6-foot cord. Deal ends February 28.",2170367,free shipping,3,SURGE PROTECTORS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sa759itcb7ivne0ojuib",,$16,Holsem 8-Outlet Surge Protector Power Strip,https://www.dealnews.com/Holsem-8-Outlet-Surge-Protector-Power-Strip-for-16-free-shipping/2170367.html,2018-01-03T07:43:40-05:00
,"Tire Rack offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170358"">up to a $50 mail-in rebate</a> with the purchase of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092973,2170358"">four select Dunlop tires</a>. Some exclusions apply. Deal ends February 28.<br>
<br>
Alternatively, get <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092976,2170358"">up to an $80 mail-in rebate</a> with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092979,2170358"">four select Goodyear or Dunlop tires</a>. Scroll down to see eligible tires. This rebate ends March 31.",2170358,,3,AUTOMOTIVE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zucr12c9jnyh0bbc7oha",,Up to $80 off via rebate,Dunlop Tires at Tire Rack,https://www.dealnews.com/Dunlop-Tires-at-Tire-Rack-Up-to-80-off-via-rebate/2170358.html,2018-01-03T07:42:15-05:00
,"Whether you missed out over the holidays, or you just need to add to your collection, our roundup of the week's best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-tool-deals/"">tool deals</a> has you covered. Score cordless drills from Worx, a power inflator, and more.",2170376,,,ROUNDUPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tlamsogguwbvi7s7nwvu",2018-01-02T14:55:20-05:00,,Best Power Tool Deals: Get a 12-Volt Cordless Drill/Driver at Its Lowest Price,https://www.dealnews.com/features/best-tool-deals/,
,"Frontier Airlines via DealBase discounts select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170370"">Frontier Airlines Nationwide 1-Way Fares</a> with fares starting from <strong>$19.30</strong>. (On the DealBase landing page, click on ""Frontier Airlines"" in the top line to see this sale.) That's the best price we could find for select routes today by at least $14. This price is valid on flights departing from Albuquerque, NM, (ABQ) with arrival in Denver, CO, (DEN) on January 8. Book this travel deal January 3 for travel from January 8 through February 7.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.",2170370,,4,AIRFARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tdjsfk0cumhrlgma5m3m",2018-01-02T14:47:55-05:00,from $19 1-Way,Frontier Airlines Nationwide Fares,https://www.dealnews.com/Frontier-Airlines-Nationwide-Fares-from-19-1-Way/2170370.html,
,"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170220"">Bosch Impact Tough 24-Piece Screwdriver Bit Set</a> for <strong>$9.98</strong>. Plus, MyLowe's members bag <b>free shipping</b>. (Not a MyLowe's member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092370,2170220"">join</a>.) That's tied with our November mention, $10 off, and the best price we could find. The bits feature a black oxide coating.",2170220,free shipping,3,HAND TOOLS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zyia15fnv50mq893bavg",,$10,Bosch 24-Piece Screwdriver Bit Set,https://www.dealnews.com/Bosch-24-Piece-Screwdriver-Bit-Set-for-10-free-shipping/2170220.html,2018-01-03T07:41:19-05:00
,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170361"">Pizza Hut</a> takes <strong>50% off</strong> all <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092982,2170361"">online menu-priced pizzas</a>. (No coupon is required.) That's tied with our November mention as the best percent-off discount we've seen from Pizza Hut. Some exclusions may apply. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092985,2170361"">Click here</a> to find a location near you. Deal ends January 8.",2170361,,5,RESTAURANTS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wv8zrfxtgjkxwt03alsq",,50% off,Pizza Hut Menu-Price Pizzas,https://www.dealnews.com/Pizza-Hut-Menu-Price-Pizzas-50-off/2170361.html,2018-01-03T05:58:00-05:00
,"Jos. A. Bank discounts <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093396,2170382"">men's suits, sportshirts, polos, sportcoats, sweaters, outerwear, and dress shirts</a>, with prices starting at <b>$15</b>, as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170382"">Clearance Blowout Deals event</a>. Plus, all orders receive <strong>free shipping</strong>. Deal ends January 11.",2170382,free shipping,,CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a7xeamme77qdcwnyrzth",2018-01-03T00:01:00-05:00,from $16,Jos. A. Bank Clearance Blowout Deals,https://www.dealnews.com/Jos.-A.-Bank-Clearance-Blowout-Deals-from-16-free-shipping/2170382.html,
True,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170355"">Larabar 1.6-oz. Gluten Free Bar 16-Pack</a> in Pecan Pie for <strong>$7.38</strong> with <strong>free shipping</strong> via the below directions. That's $4 under our August mention and at least $8 less than you'd spend for any flavor at a local retail store. These gluten-free snacks are certified Kosher. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092958,2170355"">Larabar 1.6-oz. Bar 16-Pack</a> for $11.45
 </li>
 <li>clip the $3.50 off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save for a final price of <strong>$7.38</strong>
 </li>
</ol>
Note: Remember to cancel your subscription after your order ships to avoid being billed for subsequent purchases.",2170355,free shipping,3,GROCERIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cehsuyq5ef8o6caltzbh",,$7,Larabar Gluten Free Pecan Pie Bar 16-Pack,https://www.dealnews.com/Larabar-Gluten-Free-Pecan-Pie-Bar-16-Pack-for-7-free-shipping/2170355.html,2018-01-03T06:29:12-05:00
,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170352"">Daisy Youth Buck Air Rifle</a> for <strong>$17.96</strong>. Opt for in-store <strong>pickup</strong> to avoid a $5.99 shipping charge. That's the lowest price we could find by $8. It features a 400-shot capacity and lever-cocking spring air action.",2170352,pickup at Walmart,4,GUNS & AMMO,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/p4e2cjrh3ld10bey0big",,$18,Daisy Youth Buck Air Rifle,https://www.dealnews.com/Daisy-Youth-Buck-Air-Rifle-for-18-pickup-at-Walmart/2170352.html,2018-01-03T03:53:56-05:00
,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170346"">TimeOffice High-Back Mesh Executive Office Chair with Headrest</a> in Black for <strong>$60.36</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092904,2170346"">Amazon</a> has it for the same.) That's tied with our November mention and the lowest price we could find by $47. It features an adjustable headrest, armrests, and height.",2170346,free shipping,3,OFFICE CHAIRS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jtnwtimawybaygka2ige",,$60,TimeOffice Exec Office Chair,https://www.dealnews.com/Time-Office-Exec-Office-Chair-for-60-free-shipping/2170346.html,2018-01-03T07:41:02-05:00
,"HP offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170214"">HP Slimline 270-a035z AMD A6-9200 2GHz Desktop PC</a> for <strong>$299.99</strong> with <strong>free shipping</strong>. That's $100 off and the best price we could find. It features an AMD A6-9200 2GHz dual-core processor, 8GB RAM, 1TB 7200rpm hard drive, 802.11n wireless, USB 3.0, HDMI, and Windows 10 Home 64-bit.",2170214,free shipping,2,DESKTOPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m8nidhfkersvb0vadp5r",2018-01-02T14:16:29-05:00,$300,HP Slimline AMD A6-9200 2GHz Desktop,https://www.dealnews.com/HP-Slimline-AMD-A6-9200-2-GHz-Desktop-for-300-free-shipping/2170214.html,
,"Dell Home, via its Member Purchase Program, offers its 2.7-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170343"">Dell XPS 13 9360 Intel Kaby Lake Core i5 2.5GHz 13.3"" 1080p Laptop</a> for $930.99. Coupon code ""50OFF699"" knocks it to <strong>$881.99</strong>. With <strong>free shipping</strong>, that's $18 under our mention from three weeks ago, $218 off, and the lowest price we could find. Features include an Intel Core i5-7200U 2.5GHz Kaby Lake dual-core processor, 13.3"" 1920x1080 (1080p) IPS LCD, 8GB RAM, 256GB SSD, 802.11ac wireless, Thunderbolt 3, USB 3.0, and Windows 10 Home 64-bit.",2170343,free shipping,2,LAPTOPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/smolcxuxzpjxvyszp6xr",2018-01-02T14:08:58-05:00,$882,"Dell XPS Kaby Lake i5 Dual 13"" 1080p Laptop",https://www.dealnews.com/Dell-XPS-Kaby-Lake-i5-Dual-13-1080-p-Laptop-for-882-free-shipping/2170343.html,
,"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170340"">Dewalt 3-Tool 20-volt Max Lithium Ion Cordless Combo Kit</a> for <b>$199</b> with <b>free shipping</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092856,2170340"">CPO Tools</a> has it for the same price.) That's the lowest price we could find by $61. It includes a hammerdrill, impact drive, flashlight, two batteries, charger, and bag.",2170340,free shipping,3,POWER TOOLS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kxhi7bvt361jw6snj0t3",2018-01-02T14:03:43-05:00,$199,Dewalt 3-Tool Cordless Combo Kit,https://www.dealnews.com/Dewalt-3-Tool-Cordless-Combo-Kit-for-199-free-shipping/2170340.html,
,"F-color via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170316"">F-color Magnetic Dashboard Car Phone Holder</a> for $10.99. Coupon code ""XWL7S9OH"" drops it to <b>$6.99</b>. Plus, Prime members bag <b>free shipping</b>. That's tied with our mention from two weeks ago, $4 off list, and the lowest price we could find. It features a suction cup mount. Deal ends January 7.",2170316,free shipping w/ Prime,3,AUTOMOTIVE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cggv3ucdl6kyqwub1lts",,$7,F-color Magnetic Dashboard Car Phone Holder,https://www.dealnews.com/F-color-Magnetic-Dashboard-Car-Phone-Holder-for-7-free-shipping-w-Prime/2170316.html,2018-01-03T07:38:56-05:00
,"Flovea via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170337"">Flovea 84"" 16:9 Home Theater Projector Screen</a> for $29.99. Coupon code ""HBGVL8QM "" cuts that to <strong>$19.79</strong>. With <strong>free shipping</strong>, that's the lowest price we could find for such a projector screen by $2. It features a 73x41"" viewing area. Deal ends January 20.",2170337,free shipping,3,PROJECTORS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bol55lwpswbmjtbznfha",,$20,"Flovea 84"" 16:9 Projector Screen",https://www.dealnews.com/Flovea-84-16-9-Projector-Screen-for-20-free-shipping/2170337.html,2018-01-03T07:38:07-05:00
,"IKong via Amazon offers Prime members its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170190"">IKong Brother-Compatible TN450/TN420 Replacement Black Toner Cartridge 2-Pack</a> for $14.29. Coupon code ""5YO97O8J"" cuts it to <b>$9</b>. With <b>free shipping</b> for Prime members, that's $3 under our May mention and the lowest we've seen. (It's $14 under the best price we could find for a 2-pack of similar cartridges elsewhere.) They're compatible with many Brother HL-, MFC-, Intellifax-, and DCP-series printers. Deal ends February 1.",2170190,free shipping w/ Prime,3,INK & TONER,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ztl6i2epagucvflyyjtf",,$9,2 IKong Brother-Compatible Toner Cartridges,https://www.dealnews.com/2-IKong-Brother-Compatible-Toner-Cartridges-for-9-free-shipping-w-Prime/2170190.html,2018-01-03T07:36:35-05:00
,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170334"">Ashford</a> takes an <b>extra 20% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092790,2170334"">clearance watches</a>, already discounted <b>up to 79% off</b>, via coupon code ""HELLO18"". Plus, all orders bag <b>free shipping</b>. Deal ends January 8.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s342/Ashford/"">Ashford Coupons</a>.</p>",2170334,free shipping,3,WATCHES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xgc6iv4qtf3jdkxhsez3",,Up to 79% off + 20% off,Ashford Clearance Sale,https://www.dealnews.com/Ashford-Clearance-Sale-Up-to-79-off-20-off-free-shipping/2170334.html,2018-01-03T03:53:41-05:00
,"Neon Mart via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170304"">LE Swing Arm Dimmable LED Desk Lamp</a> for $35.99. Coupon code ""P2X8J625"" drops it to <b>$30.23</b>. With <b>free shipping</b>, that's the lowest price we could find by $12. It features a C-clamp for attaching to a desk or table. Deal ends January 9.",2170304,free shipping,3,LIGHTING & LAMPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zxx12hsgjc3ewnsmkrmk",,$30,LE Swing Arm Dimmable LED Desk Lamp,https://www.dealnews.com/LE-Swing-Arm-Dimmable-LED-Desk-Lamp-for-30-free-shipping/2170304.html,2018-01-03T07:35:50-05:00
,"Ocean Technology via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170325"">Unitek USB 3.0 to SATA Adapter</a> for $9.99. Coupon code ""7WF7TIF4"" cuts it to <strong>$4.99</strong>. Plus, Prime members grab <strong>free shipping</strong>. That's tied with our November mention, $11 off list, and the lowest price we could find. It supports data transfer speeds up to 5Gb/s. Deal ends January 15.",2170325,free shipping w/ Prime,3,COMPUTER CABLES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/p4a7cohmn31mhw6hebzk",,$5,Unitek USB 3.0 to SATA Adapter,https://www.dealnews.com/Unitek-USB-3.0-to-SATA-Adapter-for-5-free-shipping-w-Prime/2170325.html,2018-01-03T07:34:56-05:00
,"OXA Home via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170277"">OXA Self Balancing Hover Board</a> in Red for $299.99. Coupon code ""HB526SXC"" cuts it to <strong>$239.99</strong>. With <strong>free shipping</strong>, that's $60 off and the lowest price we could find. It features 10.5 mile range, smart LED headlights, Bluetooth 4.2 speakers, and a 350-watt motor. Deal ends January 28.",2170277,free shipping,2,TOYS & HOBBIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mt8heq1ix8d8fnp5uxyr",2018-01-02T13:31:16-05:00,$240,OXA Self Balancing Hover Board,https://www.dealnews.com/OXA-Self-Balancing-Hover-Board-for-240-free-shipping/2170277.html,
