category,shipping,time_published,uuid,price,editors_choice,picture_url,time_modified,description,hotness,url,title
KIDS' CLOTHES,pickup at REI,2018-01-05T06:59:24-05:00,2172401,$7,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xwxymkou0z9g1271mk0i",,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172401"">REI Co-Op Kids' All-Season Tech-Compatible Gloves</a> in Black/Vivid Viola for $9.73. Add them to your cart to drop the price to <strong>$7.29</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $3 under our mention from August, $16 off, and the lowest price we could find. They're available in sizes from XS to XL.",2,https://www.dealnews.com/REI-Co-Op-Kids-Tech-Compatible-Gloves-for-7-pickup-at-REI/2172401.html,REI Co-Op Kids' Tech-Compatible Gloves
SOCKS,free shipping,,2172392,$12,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bdzqpwelmxj0gaq3zjq1",2018-01-05T16:12:12-05:00,"Tanga offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172392"">Mega Thermo Men's Thermal Socks 6-Pack</a> in assorted styles for <strong>$11.99</strong> with <strong>free shipping</strong>. That's $22 under the lowest price we could find for this quantity of similar socks sold elsewhere. They ship in random colors and fit shoe sizes 5 to 11.",4,https://www.dealnews.com/Mega-Thermo-Mens-Thermal-Socks-6-Pack-for-12-free-shipping/2172392.html,Mega Thermo Men's Thermal Socks 6-Pack
SWEATERS,free shipping w/ $100,,2172398,Up to 77% off,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hwz7m2ghllibzkceid5c",2018-01-05T16:11:39-05:00,"Nordstrom Rack takes <strong>up to 77% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172398"">men's, women's, and kids' clearance sweaters</a>, with deals starting from <strong>$19.97</strong>. Shipping adds <strong>$7.95</strong>, but orders of $100 or more bag free shipping.",4,https://www.dealnews.com/Clearance-Sweaters-at-Nordstrom-Rack-Up-to-77-off-free-shipping-w-100/2172398.html,Clearance Sweaters at Nordstrom Rack
ACCESSORIES,pickup at REI,2018-01-05T06:40:17-05:00,2172386,$23,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/umqdbgyux9puugmk7kjv",,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172386"">Sunday Afternoons Women's Twilight Canyon Hat</a> in Tumbleweed or Bone for <strong>$22.73</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's the lowest price we could find by $7. It's adjustable.",2,https://www.dealnews.com/Sunday-Afternoons-Womens-Twilight-Canyon-Hat-for-23-pickup-at-REI/2172386.html,Sunday Afternoons Women's Twilight Canyon Hat
LIGHTING & LAMPS,free shipping,2018-01-05T06:37:42-05:00,2172380,$9,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/equ49m4yh1tsodjhnvct",,"Bai Grand International Ltd. via Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172380"">Noza Tec LED Desk Lamp</a> in White for <strong>$8.99</strong> with <strong>free shipping</strong>. That's $7 off and the lowest price we could find. It features three modes, a clip-on base, and USB port.",2,https://www.dealnews.com/Noza-Tec-LED-Desk-Lamp-for-9-free-shipping/2172380.html,Noza Tec LED Desk Lamp
SHOES,pickup at REI,,2172374,$30,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gstthzvanxidp7kmfu8y",2018-01-05T21:26:27-05:00,"REI offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172374"">Teva Men's Alp Sandals</a> in Deep Teal or Mustard for <strong>$29.73</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's the lowest price we could find by $30. They're available in select sizes from 8 to 14.",3,https://www.dealnews.com/Teva-Mens-Alp-Sandals-for-30-pickup-at-REI/2172374.html,Teva Men's Alp Sandals
HOME FURNITURE,free shipping,,2172365,$209,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qyqjn34epprj6wzjzlli",2018-01-05T16:11:02-05:00,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172365"">Home Decorators Collection Walker Chestnut Storage Bench</a> for <strong>$209.30</strong> with <strong>free shipping</strong>. That's $90 off and the best price we could find. It features a removable cushion and two doors. Deal ends January 7.",4,https://www.dealnews.com/Home-Decorators-Walker-Chestnut-Storage-Bench-for-209-free-shipping/2172365.html,Home Decorators Walker Chestnut Storage Bench
EXERCISE EQUIPMENT,pickup at Walmart,,2172371,$63,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qqxw7wqs1xeyppun9lem",2018-01-05T12:25:26-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172371"">Cap Strength Roman Chair</a> for $64.35. Opt for in-store <strong>pickup</strong> to drop it to <b>$63.06</b>. That's tied with last week's mention and the lowest price we could find today by $98. It features steel construction and supports up to 300 lbs.",2,https://www.dealnews.com/Cap-Strength-Roman-Chair-for-63-pickup-at-Walmart/2172371.html,Cap Strength Roman Chair
HOME FURNITURE,free shipping,,2172356,$107,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cp94kzwfhpwrl0bptxgh",2018-01-05T16:10:50-05:00,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172356"">Home Decorators Collection Hampton Harbor Solid Storage Cabinet</a> in Hazel Brown for <strong>$107.40</strong> with <strong>free shipping</strong>. That's $72 off and the best price we could find. It features an upper drawer and two door storage drawers.",4,https://www.dealnews.com/Home-Decorators-Hampton-Storage-Cabinet-for-107-free-shipping/2172356.html,Home Decorators Hampton Storage Cabinet
TOOL STORAGE & ORGANIZATION,free shipping,,2172359,from $720,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ku6dhdjugbush2xy9rhy",2018-01-05T11:11:49-05:00,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172359"">NewAge Products Bold 3.0 6-Piece Garage Cabinet Set</a> in Gray or Red for <b>$719.99</b> with <b>free shipping</b>. (Non-members pay an additional $72, so it's better to buy a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097449,2172359"">1-Year Membership</a> for $45.) That's tied with last week's mention and the lowest price we could find by $80. It features a 24-gauge welded steel frame and locking doors.",2,https://www.dealnews.com/New-Age-Products-Bold-3.0-6-Piece-Cabinet-Set-from-720-free-shipping/2172359.html,NewAge Products Bold 3.0 6-Piece Cabinet Set
HAND TOOLS,Northern Tool pickup,,2172368,$20,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nyigwahke713e58362qx",2018-01-05T21:25:03-05:00,"Northern Tool offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172368"">Ironton 100-Piece Screwdriver Set</a> for <strong>$19.99</strong>. Opt for in-store <strong>pickup</strong> to dodge the $9.49 shipping charge. That's tied with our October mention and $13 under the lowest price we could find for a similar set. It includes a ratcheting bit driver, 37 assorted screwdrivers, 50 assorted 1"" power bits, 12 nut driver bits, and carrying bag.",3,https://www.dealnews.com/Ironton-100-Piece-Screwdriver-Set-for-20-Northern-Tool-pickup/2172368.html,Ironton 100-Piece Screwdriver Set
CLOTHING & ACCESSORIES,free shipping w/ $150,,2172353,Extra 50% off,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ys4p3qy38r3aoaqlz58a",2018-01-05T16:10:37-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172353"">J.Crew</a> takes an <strong>extra 50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097440,2172353"">final sale items</a> via coupon code ""SALEONSALE"", for discounts <strong>up to 75% off</strong>. Plus, the same code also cuts <b>40% off</b> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097446,2172353"">cozy styles</a>. (Eligible items are marked.) Shipping adds <strong>$5</strong>, but orders of $150 or more bag free shipping. Some exclusions apply. Deal ends January 10.<br>
<br>
Note: Final sale items cannot be returned or exchanged.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s279/J.Crew/"">J.Crew Coupons</a>.</p>",4,https://www.dealnews.com/J.Crew-Final-Sale-Extra-50-off-free-shipping-w-150/2172353.html,J.Crew Final Sale
UNDERWEAR,free shipping,,2172362,$20,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ambbqmwjizfuwiw259rl",2018-01-05T21:24:08-05:00,"That Daily Deal continues to offer the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172362"">Mossy Oak Men's Boxer Briefs 6-Pack</a> in assorted colors for <strong>$19.99</strong> with <strong>free shipping</strong>. That's $3.33 per pair, tied with last week's mention, and the lowest price we could find for this quantity by $13. They're available in sizes M to XL. Deal ends January 6.",3,https://www.dealnews.com/Mossy-Oak-Mens-Boxer-Briefs-6-Pack-for-20-free-shipping/2172362.html,Mossy Oak Men's Boxer Briefs 6-Pack
BEDDING,free shipping w/ Prime,2018-01-05T05:46:47-05:00,2172344,from $16,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/upfycvyxn2beid0jlexc",,"Bedshe via Amazon offers the Bedsure Premium Hypoallergenic Waterproof Fitted Mattress Protector in several sizes, with prices starting at $19.99. Coupon code ""8DNXA8DI"" cuts the starting price to <b>$15.99</b>, as listed below. Plus, Prime members bag <strong>free shipping</strong>. This noiseless mattress protector is vinyl-free and fits mattresses up to 16"" deep. Deal ends January 9. The sizes, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172344"">Twin</a> for <strong>$15.99</strong> (pictured, $4 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097419,2172344"">Full</a> for <strong>$19.99</strong> ($5 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097422,2172344"">Queen</a> for <strong>$21.59</strong> ($5 off)
 </li>
</ul>",2,https://www.dealnews.com/Bedsure-Premium-Waterproof-Mattress-Protector-from-16-free-shipping-w-Prime/2172344.html,Bedsure Premium Waterproof Mattress Protector
KIDS' SHOES,free s&h w/beauty item,,2172335,$22,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jn0ftrzozssppzrmhml8",2018-01-05T21:20:02-05:00,"Finish Line via Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172335"">Nike Little Girls' Tanjun Sneakers</a> in White for <b>$22.48</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097416,2172335"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's tied with last week's mention and the lowest price we could find by $23 today. They're available in select sizes from 12 to 2.",3,https://www.dealnews.com/Nike-Little-Girls-Tanjun-Sneakers-for-22-free-s-h-w-beauty-item/2172335.html,Nike Little Girls' Tanjun Sneakers
HOME FURNITURE,pickup at Home Depot,,2172323,$259,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/e8jwjvdtxktxhl3oalgy",2018-01-05T21:10:07-05:00,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172323"">Martha Stewart Living Ingrid File Cabinet</a> in Rubbed Gray for <strong>$258.60</strong>. Opt for in-store <strong>pickup</strong> to dodge the $55 shipping fee. That's $172 off and the lowest price we could find. Deal ends January 7.",3,https://www.dealnews.com/Martha-Stewart-Living-Ingrid-File-Cabinet-for-259-pickup-at-Home-Depot/2172323.html,Martha Stewart Living Ingrid File Cabinet
HOME FURNITURE,free shipping,,2172317,$175,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bhvr3dnen647iudtsqxg",2018-01-05T21:04:29-05:00,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172317"">Home Decorators Collection Hamilton Bench</a> in Worn Black for <strong>$174.50</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $61. Each cabinet features an adjustable shelf. Deal ends January 7.",3,https://www.dealnews.com/Home-Decorators-Collection-Hamilton-Bench-for-175-free-shipping/2172317.html,Home Decorators Collection Hamilton Bench
AUTOMOTIVE,free shipping w/ Prime,,2172320,"20% off, from $9",,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zq0krujos8ihla1sxccm",2018-01-05T16:10:24-05:00,"Amazon cuts <strong>20% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172320"">Bosch Insight Wiper Blades</a>, with prices starting from <s>$9.51</s> <strong>$9.19</strong>. (Prices are as marked.) Plus, Prime members bag <strong>free shipping</strong>. Each features an internal tension spring and integrated spoiler.",4,https://www.dealnews.com/Bosch-Insight-Wiper-Blades-at-Amazon-20-off-from-9-free-shipping-w-Prime/2172320.html,Bosch Insight Wiper Blades at Amazon
HAIR CARE,free shipping,,2172311,$20,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a3kt5jsvvn8htj41wten",2018-01-05T17:05:01-05:00,"Nova Tech via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172311"">Tec.Bean Ionic Hair Straightener Brush</a> for $35.99. Coupon code ""451NBDD8"" cuts it to <strong>$19.79</strong>. With <strong>free shipping</strong>, that's tied with our November mention and the lowest price we could find by $25. It features five heat settings and auto-shut off. Deal ends February 28.",1,https://www.dealnews.com/Tec.Bean-Ionic-Hair-Straightener-Brush-for-20-free-shipping/2172311.html,Tec.Bean Ionic Hair Straightener Brush
ACCESSORIES,pickup at Best Buy,,2172308,$3,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uonv4lsdhp0kvi3kzvyg",2018-01-05T12:16:11-05:00,"Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172308"">Insignia Switch Game Storage Case</a> for <strong>$2.99</strong>. Opt for in-store <strong>pickup</strong> to avoid the $3.99 shipping charge. That's $7 off and the best price we could find. It features storage for up to 16 game cards.",2,https://www.dealnews.com/Insignia-Switch-Game-Storage-Case-for-3-pickup-at-Best-Buy/2172308.html,Insignia Switch Game Storage Case
MATTRESSES,free shipping,,2172314,from $459.. or less,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/krppejsiqdiporlite2q",2018-01-06T03:07:46-05:00,"Sam's Club continues to offer the Serta Perfect Sleeper Luxury Hybrid Glenmoor Super Pillowtop Mattress in several sizes from <strong>$459</strong> with <strong>free shipping</strong>, as listed below. (Non-members pay an additional 10% off, so it's better to get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097404,2172314"">1-year membership</a> for $45.) Deal ends January 28. The sizes:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097407,2172314"">Twin</a> for <strong>$459</strong> (low by $340)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172314"">Queen</a> for <strong>$469</strong> (pictured, low by $505)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097410,2172314"">Full</a> for <strong>$569</strong> (low by $380)
 </li>
</ul>
Don't mind picking it up? With stock varying by ZIP code, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097413,2172314"">Queen</a> is also available for <strong>$369</strong> with in-store <strong>pickup</strong>.",4,https://www.dealnews.com/Serta-Luxury-Hybrid-Super-Pillowtop-Mattress-from-459..-or-less-free-shipping/2172314.html,Serta Luxury Hybrid Super Pillowtop Mattress
